	BLCA	BRCA	CESC	COAD	GBM	HNSC	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	OV	SKCM	STAD
221545	-0.825676114176	0.232656800234	-0.633259651945	0.138931651782	-0.452545490859	-0.0878481744749	0.558864937836	-0.682787621085	0.574441076692	-0.768039880014	-0.636190776666	-0.141596703463	0.178640758261	-0.611547780445	0.571625833001	-0.588129213379
55296	0.293797854625	0.529718383491	0.51392722099	0.125847557414	0.26146595474	-0.157027380039	-0.630029238137	-0.654222406278	-0.462953663726	0.468936002623	-0.454183699756	-0.313157525676	0.609159081855	-0.149262232821	-0.673061481103	0.505717919776
6790	0.447941038968	0.658623883579	0.0472368304529	-0.559370027988	-0.089058737938	0.750061843768	0.504886760404	0.79238309104	-0.316966326234	0.520364077759	0.49453473791	0.792689392524	-0.164576291721	-0.460212418333	0.729914652737	0.192351475129
9256	-0.332588234718	-0.648207339043	-0.245235665539	0.211039044248	0.295730474103	-0.852630681208	0.526735198995	-0.818417510686	-0.826644792164	-0.747323326004	-0.375983713375	-0.888345577581	0.0962639954635	0.201777192884	-0.244298634222	-0.172634929593
378805	-0.725253283029	-0.438918992801	-0.0821476078236	0.736154767157	0.453981918809	-0.345841485468	0.838322482594	0.170191002677	-0.168290963483	-0.438402972595	-0.464440742092	-0.743925305091	-0.0250718797973	-0.0439105450012	-0.680697337668	0.422409484924
5987	-0.772154197567	0.111771932653	0.0527381035993	0.261324486506	-0.811998252762	0.205168081947	0.812982599671	0.250759114109	-0.595485207466	-0.428071084382	0.350075944235	-0.462735086983	0.319554728453	-0.774096557912	0.761672806347	-0.158702439028
256126	-0.71490484464	0.121801323726	-0.916915723234	0.319053293901	-0.305669128642	-0.345841485468	0.669632245977	0.924600235157	-0.0766861975826	-0.756614406536	0.0378606820759	0.108184367961	-0.578198249583	-0.488084386635	0.00338545250899	-0.50038506091
29766	0.844674174617	0.641233576571	0.744810564317	0.263512828641	0.124683517168	0.400175493105	-0.674588856293	0.410226467557	0.0102085497849	0.819201150157	0.23026538892	0.817362143842	0.46618335239	0.21035656318	-0.431568021199	0.350370902905
2305	0.574231151904	0.516079819046	-0.126161716275	0.404409013924	0.324452902098	0.280592298388	0.750097814458	0.871452276069	0.294967499492	0.494016840569	0.676140517813	0.871397323916	-0.218315570117	-0.270342139157	0.890518217999	0.0583669390411
346389	-0.0302871515121	0.759119453837	0.116337755567	0.454848824389	0.0746148706859	-0.491360705214	-0.727875342748	-0.672644138409	0.411859538162	0.843936205116	0.41439770261	-0.332449848485	0.190234505983	0.358853511318	-0.752760075957	-0.327361842443
10868	-0.455585079107	-0.0785719057618	-0.73695024842	0.834656878981	0.147089954135	-0.631370145321	0.474787085949	-0.68733687201	0.20682263552	-0.609221457865	-0.525960010877	-0.744093407306	0.43311180658	0.264589603236	0.125297962422	-0.159665399453
6770	-0.546632498224	-0.801044949302	-0.896898037207	-0.368230107123	0.524381128958	-0.69776889443	0.582600554816	-0.159799875187	-0.714202976955	-0.758421272229	0.291312612452	-0.740458405215	-0.903720535754	0.0752698951283	0.312302039227	-0.278471948834
10371	0.550750597881	-0.276158684348	0.904356145861	0.173321308486	0.500620850735	0.835503186702	0.506235813368	0.776170326247	0.740379449799	0.591720769192	0.644101293674	0.505783845942	0.483088301923	-0.127457820094	-0.263903563899	0.376863806523
7535	-0.624368633018	-0.616417613148	-0.790839406659	0.289197372373	0.226529507797	-0.927787327892	0.470565044581	0.313153805495	0.189750797595	0.460772349099	-0.826268529585	-0.740305288485	0.31268026223	-0.725263312922	-0.665883225466	-0.528708974111
9928	0.383373763827	0.572708982829	0.464205790172	-0.355514579931	-0.300295173397	0.244202781693	0.625955612739	0.898621014692	-0.234710550689	0.729292234818	0.594417485313	0.896304862572	-0.113083459935	-0.477554661592	0.248480667155	0.187784803759
117155	-0.836581818962	-0.316208072411	-0.408358619031	0.76143124995	0.0732793312844	-0.384005999659	0.698937547461	-0.467192210384	0.0687071560921	-0.621699128091	-0.247571515414	-0.414092837761	-0.120206340894	0.285980770379	-0.736007902045	-0.187928731503
22974	0.228890695949	0.603398764025	-0.0575140274389	-0.601194705776	-0.151067203033	0.350479105377	0.664748266524	0.908930782621	0.0826168165344	0.58732140785	0.858270982548	0.853729400564	-0.435569493345	-0.308082580614	0.651692833919	0.239517278507
5036	0.421181732105	0.162032037615	-0.488896441238	-0.40286895984	-0.211909179557	0.421690353158	0.656283954198	0.575836831588	0.58746590131	-0.447736401545	0.551444430116	0.743565113056	-0.388721810066	-0.450364621325	0.764994759504	0.0855975584309
871	0.236302734431	-0.166870474625	0.894584497041	0.718447935686	0.260631708158	0.734568547365	0.664603750965	0.871577209345	-0.27817598113	0.797762750444	0.062041425761	0.612857117584	0.0838181562342	-0.596178668373	0.525163073566	0.422409484924
80263	-0.459897516159	-0.798315701425	-0.251760040988	0.829841474992	-0.704820380405	-0.0662068190504	0.689821748604	-0.798781802362	0.292894856022	0.576818102034	0.35438923479	0.0350811120392	-0.754812825564	-0.507752297553	0.791202745519	0.58055372425
9133	0.326151991831	0.632868622008	-0.30005836679	-0.348303441951	-0.197995602369	0.626130202791	0.655841572187	0.873022094672	-0.321178468125	0.657043527439	0.487347550218	0.841848063627	-0.315161042112	-0.359767041541	0.407155771159	0.135505855836
10643	0.547004363617	0.286258227981	-0.10613121531	0.397835587965	-0.0863898195978	0.241814593411	0.758686777816	0.90650707244	0.801146610037	0.82356520367	0.411884631651	0.757740814469	-0.618623979919	-0.0717998657506	-0.0530704618123	0.36414760461
7127	-0.891608075109	-0.709669031183	-0.0330880657136	0.332706849591	0.566798406816	-0.51209224655	0.751002229607	-0.151884017421	0.491508251771	0.540030135742	0.316749807698	-0.0271412056461	0.322001811305	0.103414518141	-0.65198140765	-0.838829511765
332	0.309915578159	0.511185410149	-0.511008168966	-0.706520095999	0.126886242624	0.381251210992	0.738553438675	0.873444168654	0.237016580872	0.543770450397	0.680638685412	0.788157481959	-0.421097341955	-0.740395183212	0.713541645733	-0.403896436439
219539	-0.132334394671	-0.43830757761	-0.236326844229	0.628147195895	0.50496888876	-0.435047582887	0.575025791889	0.579426374471	-0.211057588706	-0.734181743062	0.0278337180071	-0.513941989035	-0.12925386409	-0.539538697406	-0.684364732152	0.669974573314
9441	-0.388690373649	-0.520945437957	-0.954246987712	0.220748401984	-0.497105741391	-0.659084042067	0.651690909046	0.670245965341	0.411859538162	-0.0434768839368	-0.658070649995	-0.801846446472	-0.104001231218	0.367926246823	0.407936728233	-0.83166089109
54821	-0.129117013762	0.894397784706	-0.317670875939	-0.289596056728	-0.0927930676612	0.266503725913	0.59728401247	0.865162692309	-0.0371388574667	0.609634712691	0.762070986648	0.745395762009	-0.544028662838	-0.144144012244	0.324504436553	-0.706324275725
5347	0.459469614815	0.755785391154	0.0723570758051	-0.654053620425	0.0183506702669	0.697250174005	0.764234391821	0.903781953593	-0.162326031972	0.497876610388	0.863468106379	0.894677769877	-0.00590159235131	-0.275183764843	0.753696023545	0.0536439691729
7083	0.0372656977607	0.310129159154	-0.757457369973	0.0731167321741	0.547351908052	0.274970975455	0.551161915809	0.702772111558	0.686691246366	0.521007361059	0.426248330973	0.793520448627	-0.467443837578	-0.612365759682	0.585641111539	-0.578022065682
10146	0.78939455343	0.468704089114	0.536741149551	-0.716231071131	-0.471582353139	0.77122759716	-0.671483252569	0.741852547558	-0.743920083931	0.503695322689	0.666359726157	0.738022714475	-0.0688203385735	0.0436517765158	-0.0768186896073	-0.00234154588604
84276	-0.270931371928	-0.57416955525	-0.176430174536	0.193005501707	0.48605829341	-0.446211907892	0.530280184763	-0.955404769716	-0.436773805827	-0.547866664699	-0.082295081743	-0.747352617315	0.201775434473	-0.523590566548	0.153305078457	-0.119955120796
29965	0.31363889775	-0.530803744991	-0.793841653933	0.301353722868	0.635282457536	-0.516459489239	-0.542105323947	-0.165245607891	0.269917411723	-0.498082928881	-0.236176476228	-0.771861659387	0.552850175496	0.429427970242	0.925322665349	0.490279885399
79000	-0.232442872377	0.679780316468	-0.638725802694	-0.704913447904	-0.141591984505	0.325300412798	0.66141181349	0.691186772603	0.585232897109	0.505799983809	0.676140517813	0.704751420787	-0.170318840284	-0.0665941146076	0.650343858185	-0.40802227975
284004	-0.810404076404	-0.793879751161	-0.661366141105	0.280559633964	0.365068665044	-0.483059122165	0.624694352047	-0.632144727062	0.117425338059	-0.553620109984	-0.260152704276	-0.602433713361	0.0604825513188	-0.717740205675	-0.667088290821	-0.700836367633
3838	0.684770487376	0.640311542533	-0.304607457385	-0.910494208289	-0.0504144583953	0.770403550535	0.397302887233	0.826900655516	0.231656432743	0.730858382286	0.95617255512	0.844256380181	-0.185574871011	-0.530203085739	0.835400128216	-0.288013533396
10970	0.706886781144	0.116018037409	0.217592882276	-0.115621438381	0.692726167242	0.230791541737	0.69973120641	0.667253091739	-0.42295258649	0.514547950469	0.472185174267	0.82782586586	0.0392596797842	-0.578187591569	0.448457915238	0.844325180054
81610	0.386184647966	0.723774007896	-0.42604739604	-0.315761237511	0.0688256613816	0.355810790211	0.658195736213	0.915481082759	-0.193412988445	0.580691868856	0.628549770516	0.804058491496	-0.752828800824	0.493992221824	0.626209848639	0.627327550141
64105	0.0310454084888	0.648316766171	-0.273254643273	-0.684819669039	-0.00520705353063	0.206626365386	0.57189823524	0.668434690072	-0.201386591419	0.501716756799	0.668041067486	0.795173720289	-0.737355782767	-0.346029290146	-0.470135790818	0.244473246799
259266	0.653353421048	0.604888814096	0.374971955975	-0.275712746267	-0.160514743593	-0.102557492588	0.586520338985	0.916744725319	-0.397148611075	0.726970223827	0.590237393948	0.875120038681	-0.493195652405	-0.48708757779	-0.0178133144325	0.361862316394
55805	-0.662080276391	-0.502506308017	-0.0289197946976	0.521316325482	-0.460211309417	0.0704415170836	0.589062020187	-0.692732242273	-0.535183357611	-0.427016576307	-0.0640149060699	-0.856238333186	0.346232368947	-0.340838727363	-0.160491014514	-0.102880270098
57522	0.66432257594	0.416531845	0.0210854436971	0.618083984527	-0.102383403532	0.150621839572	0.609954539547	0.645596476394	0.599467115188	0.542276900563	-0.108057713481	0.859600782976	0.287863977901	0.444529379369	0.694173171159	0.374603268508
1017	-0.0273072665067	0.72544567541	0.150127071896	-0.147968327011	-0.403354902431	0.456509868202	0.764557256446	0.697643032688	0.245207424887	0.748905952477	0.650264918132	0.706606985135	-0.478654004791	-0.276995797148	0.821299742201	-0.289824579991
11004	0.185320754375	0.650578073872	-0.409979708944	-0.629040171877	-0.013447279729	0.206626365386	0.683941836165	0.896441160987	0.320636654747	0.753443673288	0.881103852417	0.796405967731	-0.265889006044	-0.0886901136502	0.621059400851	-0.477076015427
9104	0.0605929793666	0.00504493177885	0.0140756247158	0.375854051448	0.694584148146	-0.580053475715	-0.668748497441	-0.828305694329	-0.149655682048	0.514288346858	-0.69936525884	-0.781129678777	0.731180915161	-0.427670277338	-0.0699898134231	0.730194074043
55010	-0.217526587595	0.782133039326	-0.522829772066	-0.711522438545	-0.0901259494646	-0.208192822485	0.547002642636	0.673090086866	-0.0576539676254	0.647203698068	0.603645986727	0.714189006992	-0.605903102108	0.0351531340552	0.0267776389703	-0.236507086491
9260	0.316239502945	-0.579222287826	0.631561155105	0.383898126455	0.0221539394757	0.386876782054	0.701444890863	0.679926591214	0.768222062678	0.463825661894	0.361325056716	0.779278796764	0.331746944312	0.051473916903	0.55435650475	0.575294748817
51203	0.449587861284	0.690363939786	-0.531067188839	-0.0479741186282	-0.287517546826	0.252300341319	0.494005563639	0.885489584821	0.0303904875359	0.552782120258	0.277036819671	0.781323218531	-0.682115556566	-0.192418696222	0.25680952035	-0.0387594102991
5351	0.757985400929	0.189319056172	0.878954228003	0.428366592592	0.591193373359	0.608859250356	0.267979240773	0.880249730199	0.334475399462	0.752603036496	0.479802184658	0.739701104777	0.0849014986443	0.0730422378705	0.00113785303956	-0.158702439028
56893	-0.455296818141	0.334310276307	0.0639922722414	0.0298776301312	-0.807927863055	-0.533306884669	0.523359801829	0.688593018761	0.18464280321	-0.673431633855	0.561381739417	0.133348074858	-0.476627197967	-0.229275725549	0.765576803171	-0.344453205802
138429	0.465887416644	-0.311430570024	0.0637307210095	0.760937007603	-0.834832156773	-0.45292342844	0.82549315513	0.607131937481	0.539774823973	-0.465968324389	-0.156931541412	-0.749505646691	0.60294609093	0.717615036522	0.265100402072	-0.0769114823469
1486	0.312225164686	-0.299073496561	0.506155220838	-0.538609487693	0.389255355443	0.432480743458	-0.546689425189	0.74402110303	-0.685701283553	0.778655416595	0.225596984724	0.154370925664	0.2873635533	-0.245318130182	-0.83728192121	0.0866426029013
54103	-0.820539061264	-0.814967557121	0.00365043352571	0.226330251267	0.596986108205	-0.632261993236	0.52448676935	-0.705179085569	0.0754776932257	0.691718464142	-0.46338535682	-0.686229044346	0.109757897808	-0.496012998133	-0.699616325921	-0.250448177685
