	BLCA	BRCA	CESC	COAD	GBM	HNSC	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	OV	SKCM	STAD
440503	-0.864289676323	-0.809949839581	-0.313663912487	0.210290415921	0.463172608717	-0.523319655937	0.5944455017	-0.743642285794	-0.0763275717445	0.236881332089	-0.747939765867	-0.763041215827	0.497591005446	0.37884956976	0.484712184895	-0.248131688124
1033	0.467822614568	0.471750177467	-0.338026646872	-0.662346252747	0.22992399796	0.606297436225	0.615773925842	0.875365712848	-0.251680104465	0.466591874314	0.65201042943	0.843611724265	-0.72762078233	-0.18485171872	0.373423597397	-0.0416692825351
11065	-0.421039105015	0.436367930157	-0.394593251928	-0.247603146889	-0.15369436674	0.53885313966	0.762614310195	0.86866153391	-0.204845134681	0.533748618044	0.701027550939	0.742058969526	-0.451912007514	-0.153095671759	0.692958135325	0.0615141478027
81704	-0.817401347556	0.051187136455	-0.513265338788	0.225958585617	0.521779928073	-0.6328556293	-0.697202565672	-0.59083750114	-0.0411008904065	0.595925830603	-0.114255925421	-0.630210795672	0.746777685152	-0.182324466711	-0.694413978967	-0.484671233191
10024	-0.35166242612	0.558883764338	-0.624516542649	0.140467864247	-0.0938595443718	0.0986627498114	0.837551340837	0.861859135952	0.144181560094	0.563114533011	0.632429365886	0.689575516087	-0.589019667896	-0.565871084718	0.800640262684	0.393006349026
84193	0.820683117168	-0.272307999663	0.252817418537	-0.0557263867193	0.09904750259	0.589999287382	-0.734087166624	-0.676314861173	0.0145183105576	-0.626877264914	0.304085410685	-0.515408981832	-0.457639642911	-0.285425753739	-0.521605107768	0.111141399366
1058	0.290780356257	0.465646813208	-0.233961891735	-0.612174229852	0.270616663867	0.490756112096	0.74019650985	0.895875818113	-0.533637081793	0.62093199188	0.841122901632	0.75943682149	-0.656019744722	-0.336787186944	0.587790551218	-0.102880270098
3115	-0.411296244984	-0.687985879399	-0.628066563569	0.0956723899398	0.591775420019	-0.447795652974	-0.550160236482	-0.332094266988	0.504586285387	0.693774864634	-0.309565287263	-0.787648125433	0.595604055292	-0.461757127289	-0.866618840331	-0.672121448409
3113	-0.43311180658	-0.5901830145	-0.564540360829	-0.102066748147	0.378569291665	-0.317662430515	-0.562159108435	-0.13916599333	0.501762525288	0.717941986128	-0.0978568943751	-0.748182572743	0.67742064476	-0.403329280744	-0.846026418124	-0.692703416599
25825	0.194980160829	0.568224207622	0.882894831709	-0.511456679848	0.852924179475	0.715555562537	0.61060442184	0.344102935203	-0.107087538852	0.78665615604	0.490230443228	0.558438968605	0.297839172134	-0.150540550363	0.798783621308	-0.118494193128
144455	0.566915779299	0.450817204502	-0.290155267802	-0.212094523036	-0.392034025529	-0.0922652912251	0.573116493581	0.88545415561	0.0472282849802	0.809451445084	0.595885199645	0.858042946049	-0.536591622318	0.333223148862	0.165626220922	-0.238837549634
165186	-0.491132900427	-0.875702260699	-0.620940526758	-0.259156043258	0.319236534775	-0.448191151185	0.573811506186	0.307581517347	0.713659566151	-0.682495737076	-0.498184958003	-0.793939222912	-0.0727394178217	0.0930622750744	-0.768442973366	-0.454644870946
9221	0.632552183576	0.368244173341	0.401289905492	0.00159029082659	-0.203158411785	0.627670799369	-0.252823470341	0.862550290508	0.320636654747	-0.712300532701	0.263695326636	0.72419161226	-0.11891216977	0.54203555093	0.7752816359	-0.554535584001
51512	-0.0928397147303	0.435100608472	-0.373490386008	-0.608156070122	0.0159789442282	0.287591939134	0.690228623646	0.851531702194	0.20138731118	0.499865346268	0.766325441195	0.772744173738	-0.508440979565	-0.0516083518616	0.556622851527	-0.596148707972
286827	-0.528532724855	0.363841306205	-0.671416534679	0.250709931891	0.158892856779	0.283395786141	0.513706638247	0.825655712415	0.189021705774	0.531979131935	0.56500270894	0.740882319904	-0.441402205797	-0.700849532001	-0.490153823916	-0.320730002882
26206	-0.551712720659	-0.827532280923	-0.618713758112	0.753247245754	0.0545563400838	-0.248519970513	0.514658867203	-0.81816621357	-0.360701426837	-0.271039277326	0.163666213911	-0.755127148916	0.137155221627	-0.0621663625723	-0.667288796525	0.463854209098
1796	-0.583862706695	-0.569328595407	-0.304102684032	0.156938003117	0.625300365339	-0.546626567368	0.575372266309	-0.551893106786	-0.0616079631853	0.495749505557	0.43519511711	-0.792178829179	0.408875940161	0.283236061351	-0.71619756165	-0.479362155488
54858	-0.701916077464	-0.396434121641	-0.449873503969	-0.0734841271029	-0.173065574102	-0.229392139135	-0.815599604596	-0.703254121308	0.0600467788195	0.465762964773	0.0714688520149	-0.86224832965	0.495947317765	0.337199694749	0.296583003549	-0.723703600634
705	-0.00872863810679	0.196097102784	0.1506404379	0.273688968314	-0.600495310654	0.185639543435	0.576756100162	0.604344778645	0.600676895303	-0.441079460337	0.282622830489	0.289288098987	-0.388164393988	-0.432466496593	0.801143968874	-0.150022413194
701	0.657727915447	0.82655421728	0.311528715251	-0.0269710521033	-0.479491558437	0.431655040688	0.674882138436	0.809018130583	0.166687813447	0.588476452722	0.707518232877	0.820631877442	-0.681061062451	-0.468928735138	0.272051977655	0.0934306439281
50624	-0.781668454553	-0.38424191649	-0.493328773257	0.764703665329	-0.267659542273	-0.198706435014	0.65436370805	0.296535837998	-0.324732697638	-0.426715074651	0.220557865541	-0.322229971304	-0.0440206361756	0.00391993810912	-0.690463931539	0.046239901598
160428	0.838539443206	0.479617426957	0.358836555562	0.667223495275	0.0116825481486	-0.319440806534	0.487125020438	0.702058665627	-0.30228982826	-0.67992701709	-0.0693702028452	0.266343170718	0.121061801905	0.067098314005	0.534592691734	0.490279885399
78995	0.286621843118	0.297705787031	-0.300311454704	0.0820714727543	0.212469792879	-0.12404851941	0.650198986652	0.727308660791	0.767290671038	0.359047960316	0.334358434174	0.749514836622	-0.520029527873	-0.0424747562683	0.767315437709	-0.236973397826
983	0.0343000625434	0.544190413279	-0.553063069574	-0.546353798608	-0.0137161919212	0.220191985339	0.571375350673	0.86947459595	-0.0486610790035	0.471959799377	0.738408091212	0.818966779622	-0.600893687046	-0.109407302987	0.121609039295	0.145825960176
84910	-0.59017948854	0.0310029668317	0.830544453019	-0.519848177363	-0.0757021188971	0.754468816508	0.480382642342	0.770970816735	0.0916224605006	0.690279666957	0.675523186939	0.436886032429	-0.0649645042388	0.0269478532512	-0.680891215866	-0.583912707384
8495	-0.821818266512	0.620760668436	-0.776902434385	0.537106981507	-0.0633898752463	-0.743799757588	-0.605676639525	-0.203795978743	0.279356205168	-0.443896154465	-0.175673413376	-0.755547586993	-0.283489502031	-0.813417407137	-0.125806964222	-0.504447364858
890	0.456546226904	0.703041340793	0.217342679989	-0.775806729658	-0.144753363794	0.629819402136	0.727535429163	0.846338532139	-0.187502927085	0.595128453071	0.733021726805	0.857421285049	-0.417851600972	-0.395636285063	0.438300704183	-0.0318520877105
83461	-0.0253082879222	0.157840169382	-0.498781123836	0.0272162587734	-0.0569581877459	0.14118255781	0.839625764285	0.833093247723	-0.00887390579978	0.192608705555	0.705240842902	0.792550595915	-0.753680780426	0.0170968181838	0.826562455335	-0.0832922276714
18	-0.496084427831	-0.605505411853	0.305588281435	-0.0566379948504	0.351020317339	0.139192005182	-0.710045519243	-0.822549741955	-0.264474874486	-0.506353505089	-0.59444212469	-0.866813047251	0.037625437647	-0.340260706017	-0.532565444276	-0.394344562905
4751	0.227913428245	0.484420889019	-0.144728511736	-0.478320885719	-0.171499702457	0.420019529431	0.577619319446	0.903706790609	-0.117417004737	0.557665980932	0.676140517813	0.867571471269	-0.190640783138	-0.301558536089	0.457760655811	0.219069468035
55635	0.542072192828	0.63145985916	0.339466654688	-0.777439876455	-0.202126743273	0.670792607129	0.558686879151	0.872174007493	-0.374429031378	0.777331621495	0.749900319684	0.848492243299	-0.538458794608	-0.27276467898	0.124376052283	-0.0513306302598
1104	0.208076681287	0.691590103663	-0.0550185815752	-0.172469972494	0.44970707477	0.221157774683	0.55044051789	0.873544623721	0.744789141959	0.610078162054	0.667411361165	0.54548520012	-0.0694736692737	-0.224313980561	0.762458076859	-0.366889820382
51816	-0.218254101639	-0.428469937711	-0.518978901779	0.175979554679	0.734200504695	-0.604147880668	-0.581367586686	-0.448115437085	-0.257752065879	0.765921592658	-0.000842746797081	-0.761779899972	0.527745961404	-0.606198985091	-0.755875025218	-0.0303221743958
83449	-0.088872017907	0.11331645138	0.285938007446	0.457020732115	0.54703831025	0.200300587142	0.545549565552	-0.704517299754	-0.10173548223	0.631765002484	0.454637226136	-0.264089793035	0.191811445401	-0.0439105450012	-0.625462809721	-0.12773781459
23397	0.341032494118	0.677671087747	-0.0923608051964	-0.457610287986	-0.137900059405	0.287591939134	0.527483043303	0.84626093337	0.359417677647	0.536896817958	0.675317199232	0.767272814462	-0.343253467656	-0.223692938053	0.343639156851	-0.163033357425
6241	0.408548866309	0.807454619833	0.0172000631002	-0.678948378844	0.598999011814	0.308404936128	0.550620944522	0.890400256812	0.296692585498	0.54699468391	0.748571092545	0.883664161116	-0.800114330714	-0.631998317961	0.298716839467	-0.207390596008
9700	0.47487999043	0.688105633999	-0.532064973754	0.116198624285	0.111442079326	-0.228923318396	0.526922236611	0.859262710793	0.446703769068	0.553027222568	0.647853583994	0.726755985223	-0.181768936831	0.182361846844	0.707045567694	-0.168798128753
829	0.0740999168414	0.0687221677739	0.111412648639	-0.748022331006	-0.328408733854	0.643105630599	0.560642690964	0.690429109211	0.199572758887	0.836356981201	0.653965901667	0.711323566756	-0.064049271319	-0.764489593736	-0.298179238774	-0.198391079835
79758	-0.0913972502737	-0.891606542339	0.365453719601	0.0980005359113	0.253943806811	0.462516275649	-0.641123373646	-0.905252498625	0.386111245131	-0.460175922086	-0.765370894936	-0.514578978658	0.703664687057	0.554567408964	0.198221193266	0.510404397865
3014	-0.152643759815	-0.198335518688	-0.438711471956	0.0746749665529	-0.0519703483838	0.0221283668078	0.7958141569	0.714993524873	0.32233180087	0.512208124957	0.476881018912	0.811326012207	-0.613328009483	-0.715194518737	0.527194731812	-0.427997143577
4188	0.0236686104859	0.173054962343	0.226830016779	0.346911632002	-0.141064805237	-0.308737182075	0.506043242879	0.596387595789	-0.243553306511	-0.273258208846	-0.173065574102	0.776773793599	0.279838478883	-0.221206955579	0.805955017032	0.100731122809
3655	-0.140839676542	0.0445539803896	-0.0577912554173	-0.133177634419	0.360014375442	0.692260938928	-0.787703366826	-0.142272353655	-0.0684329692944	0.674041059072	0.389308584132	0.847800685811	0.223650851017	-0.356346901655	-0.736834851109	-0.638606375352
24137	0.221295137534	0.815205345089	-0.561691110861	-0.218635083687	0.282192491145	0.510909226315	0.672903642749	0.854584388798	0.0525086143402	0.730035050177	0.760318566457	0.878486555842	-0.482692344222	-0.383434572609	0.510081172622	-0.324712930444
6464	0.0428656205285	-0.260351075277	0.858022231624	0.20579349323	0.182359778939	0.59362735279	0.74495788432	0.908668966583	-0.0341845753016	0.62995854865	0.47100699717	0.87916655256	0.226758156925	-0.0698481520669	0.186949200356	0.0934306439281
3678	0.587807993589	0.247031333908	0.927152116103	0.613707939181	0.764585660967	0.795335218104	0.345091798845	0.729068431707	-0.237095184995	0.720667869158	0.467462376355	0.753737970215	0.621698356259	0.229540327788	0.0166214321691	0.490679669331
90381	0.0428656205285	0.698863857025	-0.408822051103	0.339655378057	-0.274636748697	0.0401813998212	0.814556666067	0.822585242972	0.462600233031	0.655334889216	0.549332091497	0.79830973235	-0.654521366862	-0.195564917698	0.750441578601	-0.297948482717
79094	0.0218136711164	0.677671087747	0.335743632883	0.0684399168195	0.533728661249	0.237029442523	0.705758802396	0.729566355137	0.756020560143	0.43724053926	0.142953491916	0.462351291292	-0.141498030441	0.166435355827	0.788029397933	-0.826409166502
2288	-0.134120628796	0.0671650563781	0.365226150374	0.496651453715	-0.289490145188	0.250398162292	0.52053436204	0.61306293133	0.182450588095	-0.211866844629	0.293391089499	0.88996169849	-0.354209317846	-0.17536218385	0.862291043252	-0.227626682912
7919	-0.851527690769	-0.397072010161	0.402170858901	0.525298340956	-0.833687419561	-0.0686695889019	0.828439437792	-0.0939714726849	-0.201732673343	-0.53759370901	-0.154307060502	-0.323005854692	-0.550466756561	-0.616030472373	0.750441578601	-0.487312479205
860	0.867336294871	-0.00545077499671	0.620543218107	0.457330561144	0.375497332583	0.175326989922	0.611901722533	0.137274797317	-0.234710550689	0.657745129405	0.164771932073	-0.0822738579441	0.288864355418	0.178750265133	-0.713192277187	0.762124251219
10403	0.172934107651	0.493940609183	-0.308891102338	-0.138114798171	0.0239434980955	0.332091934012	0.728022497637	0.79900376644	-0.00707033418591	0.644322389952	0.841676020333	0.812851592158	-0.682466425704	-0.630030816196	0.0817612613246	-0.222467931144
9918	0.540322438745	0.421046734877	-0.0846335706685	0.370121602543	0.011145465053	0.0537552391353	0.580544616571	0.788298027323	0.0562784986114	0.689632272231	0.519851589989	0.805243086502	-0.647714735859	0.107106443193	0.67220737225	-0.299747997322
10460	-0.281011334316	0.200980771027	-0.492064988191	-0.717120646566	0.10480618858	-0.299306818861	0.706148407412	0.813740686676	0.665766543941	0.564439022291	0.637628151156	0.838587717361	-0.32986528412	-0.29560296251	0.269448418224	-0.290277018123
9493	0.619766410525	0.721719260328	-0.0422540079174	-0.176459933346	0.0392367842677	0.597231446224	0.697876651542	0.766321882069	-0.0863612953322	0.671441841319	0.705050399858	0.822379862014	-0.557292789911	-0.109407302987	0.409886509832	-0.00647128248426
26112	-0.390541326185	-0.72813596398	-0.495220551588	-0.315349520647	0.833818376094	-0.40654871746	-0.546906904444	-0.104984880324	0.228791901893	0.707256901726	-0.566815730498	-0.784482975722	0.875519650704	-0.333885563895	-0.638055680636	0.297620412968
6618	0.387972854708	-0.892148550915	0.0794070179715	0.346222329445	-0.0799794260616	-0.343661510716	0.683941836165	0.579662462147	0.58423759027	0.649658765261	0.646312303589	-0.307236328916	0.338043683001	0.095282385162	0.455165843557	-0.473634669564
147699	-0.810154250886	-0.128366531346	-0.656803772712	0.670254837181	0.420315534527	-0.463089445757	0.471974802291	0.608907231666	0.431136020752	-0.0274597984768	0.359347426551	-0.0591216182547	-0.290717747997	0.354291446616	-0.644015906463	-0.322501603718
124817	-0.873293576985	-0.680131546154	-0.841686746328	0.111172378947	0.227803091469	-0.786748463806	0.801069283076	0.366631107247	-0.243553306511	-0.531537270969	-0.345574084821	-0.74436385403	-0.578198249583	0.0740819033238	-0.70601647509	-0.301096235736
10112	0.173466174398	0.697460657682	0.109077776432	-0.642389402215	0.395315208415	0.498806245508	0.699995376319	0.919154376828	-0.588455612255	0.654629375766	0.900024506255	0.863260087159	-0.513292358248	-0.105529510794	0.67220737225	0.355900222391
2245	0.605755992892	-0.309720481268	-0.18557744514	0.532632793288	-0.278610831651	-0.338852531139	0.651839824776	0.78362569798	-0.249313394928	-0.477149222882	0.360995676725	0.597238080551	-0.658629509233	0.203209278734	0.923414542504	0.621223575237
