	TCGA-BR-6452	TCGA-BR-6453	TCGA-BR-6455	TCGA-BR-6456	TCGA-BR-6457	TCGA-BR-6458	TCGA-BR-6565	TCGA-BR-6566	TCGA-CG-4437	TCGA-CG-4441	TCGA-D7-6518	TCGA-D7-6519	TCGA-D7-6520	TCGA-D7-6521	TCGA-D7-6522	TCGA-D7-6524	TCGA-D7-6525	TCGA-D7-6526	TCGA-D7-6527	TCGA-D7-6528	TCGA-F1-6177	TCGA-BR-6564	TCGA-BR-6705	TCGA-BR-6706	TCGA-BR-6707	TCGA-BR-6709	TCGA-BR-6710	TCGA-BR-6801	TCGA-BR-6802	TCGA-BR-6803	TCGA-BR-6852	TCGA-D7-6815	TCGA-D7-6817	TCGA-D7-6818	TCGA-D7-6820	TCGA-D7-6822	TCGA-F1-6874	TCGA-BR-6563	TCGA-BR-7196	TCGA-BR-7703	TCGA-BR-7707	TCGA-BR-7715	TCGA-BR-7716	TCGA-BR-7717	TCGA-BR-7723	TCGA-F1-6875	TCGA-FP-7735	TCGA-FP-7829	TCGA-IN-7806	TCGA-BR-7722	TCGA-BR-7851	TCGA-BR-7901	TCGA-FP-7916	TCGA-FP-7998	TCGA-IN-7808	TCGA-IP-7968	TCGA-BR-7958	TCGA-BR-7959	TCGA-BR-8058	TCGA-BR-8059	TCGA-BR-8060	TCGA-BR-8077	TCGA-BR-8078	TCGA-BR-8080	TCGA-BR-8081	TCGA-BR-8284	TCGA-BR-8286	TCGA-BR-8289	TCGA-BR-8361	TCGA-BR-8362	TCGA-BR-8363	TCGA-BR-8364	TCGA-BR-8365	TCGA-BR-8366	TCGA-BR-8367	TCGA-BR-8368	TCGA-BR-8369	TCGA-BR-8371	TCGA-BR-8372	TCGA-BR-8373	TCGA-BR-8380	TCGA-CD-8524	TCGA-CD-8526	TCGA-CD-8528	TCGA-CD-8529	TCGA-CD-8530	TCGA-CD-8531	TCGA-CD-8532	TCGA-CD-8533	TCGA-CD-8535	TCGA-CD-8536	TCGA-D7-8570	TCGA-D7-8572	TCGA-D7-8573	TCGA-D7-8574	TCGA-D7-8575	TCGA-D7-8576	TCGA-D7-8578	TCGA-D7-8579	TCGA-EQ-8122	TCGA-FP-8099	TCGA-FP-8209	TCGA-FP-8210	TCGA-FP-8211	TCGA-HU-8238	TCGA-HU-8244	TCGA-HU-8249	TCGA-IN-8462	TCGA-BR-8381	TCGA-BR-8382	TCGA-BR-8384	TCGA-BR-8483	TCGA-BR-8484	TCGA-BR-8485	TCGA-BR-8486	TCGA-BR-8487	TCGA-BR-8588	TCGA-BR-8589	TCGA-BR-8590	TCGA-BR-8591	TCGA-BR-8592	TCGA-BR-8677	TCGA-BR-8678	TCGA-BR-8680	TCGA-BR-8682	TCGA-BR-8683	TCGA-BR-8686	TCGA-BR-8687	TCGA-FP-8631	TCGA-HU-8602	TCGA-HU-8604	TCGA-HU-8608	TCGA-HU-8610	TCGA-IN-8663	TCGA-BR-A44T	TCGA-BR-A44U	TCGA-BR-A453	TCGA-BR-A4CS	TCGA-CD-A486	TCGA-CD-A487	TCGA-CD-A489	TCGA-CD-A48A	TCGA-CD-A48C	TCGA-F1-A448	TCGA-FP-A4BE	TCGA-FP-A4BF	TCGA-HU-A4G3	TCGA-HU-A4G6	TCGA-HU-A4G9	TCGA-HU-A4GF	TCGA-HU-A4GH	TCGA-HU-A4GY	TCGA-BR-A452	TCGA-BR-A4IU	TCGA-BR-A4IV	TCGA-BR-A4IY	TCGA-BR-A4IZ	TCGA-BR-A4J1	TCGA-BR-A4J2	TCGA-BR-A4J4	TCGA-BR-A4J5	TCGA-BR-A4J6	TCGA-BR-A4J7	TCGA-BR-A4J8	TCGA-BR-A4J9	TCGA-BR-A4PD	TCGA-BR-A4PE	TCGA-BR-A4PF	TCGA-BR-A4QI	TCGA-CD-A4MG	TCGA-CD-A4MH	TCGA-CD-A4MI	TCGA-CD-A4MJ	TCGA-D7-A4YT	TCGA-D7-A4YU	TCGA-D7-A4YV	TCGA-D7-A4YX	TCGA-D7-A4YY	TCGA-D7-A4Z0	TCGA-EQ-A4SO	TCGA-HU-A4G2	TCGA-HU-A4G8	TCGA-HU-A4GC	TCGA-HU-A4GD	TCGA-HU-A4GJ	TCGA-HU-A4GN	TCGA-HU-A4GP	TCGA-HU-A4GQ	TCGA-HU-A4GT	TCGA-HU-A4GU	TCGA-HU-A4GX	TCGA-HU-A4H0	TCGA-HU-A4H2	TCGA-HU-A4H3	TCGA-HU-A4H4	TCGA-HU-A4H6	TCGA-HU-A4H8	TCGA-HU-A4HB	TCGA-HU-A4HD	TCGA-B7-A5TI	TCGA-B7-A5TJ	TCGA-B7-A5TK	TCGA-B7-A5TN	TCGA-D7-A6EV	TCGA-D7-A6EX	TCGA-D7-A6EY	TCGA-D7-A6EZ	TCGA-D7-A6F0	TCGA-D7-A6F2	TCGA-HF-A5NB	TCGA-MX-A5UG	TCGA-MX-A5UJ	TCGA-MX-A663	TCGA-D7-A748	TCGA-D7-A74A	TCGA-IN-A6RI	TCGA-IN-A6RL	TCGA-IN-A6RR	TCGA-KB-A6F7	TCGA-RD-A7BS	TCGA-RD-A7BW	TCGA-RD-A7C1	TCGA-D7-A747	TCGA-F1-A72C	TCGA-IN-A6RJ	TCGA-IN-A6RN	TCGA-IN-A6RO	TCGA-R5-A7O7	TCGA-RD-A7BT	TCGA-IN-A6RS	TCGA-IN-A7NR	TCGA-IN-A7NT	TCGA-IN-A7NU	TCGA-R5-A7ZE	TCGA-R5-A7ZF	TCGA-R5-A7ZI	TCGA-R5-A7ZR	TCGA-SW-A7EB	TCGA-FP-A8CX	TCGA-R5-A805	TCGA-RD-A8MV	TCGA-RD-A8MW	TCGA-RD-A8N0	TCGA-RD-A8N1	TCGA-RD-A8N2	TCGA-RD-A8N4	TCGA-RD-A8N5	TCGA-RD-A8N6	TCGA-VQ-A8DT	TCGA-VQ-A8DU	TCGA-VQ-A8DV	TCGA-VQ-A8DZ	TCGA-VQ-A8E2	TCGA-VQ-A8P2	TCGA-VQ-A8P3	TCGA-ZA-A8F6	TCGA-IN-AB1X	TCGA-KB-A93G	TCGA-KB-A93H	TCGA-RD-A8N9	TCGA-RD-A8NB	TCGA-VQ-A8E3	TCGA-VQ-A8P5	TCGA-VQ-A8P8	TCGA-VQ-A8PB	TCGA-VQ-A8PC	TCGA-ZQ-A9CR	TCGA-IN-AB1V	TCGA-VQ-A8E0	TCGA-VQ-A8PD	TCGA-VQ-A8PE	TCGA-VQ-A8PF	TCGA-VQ-A8PH	TCGA-VQ-A8PK	TCGA-VQ-A8PM	TCGA-VQ-A8PO	TCGA-VQ-A8PP	TCGA-VQ-A8PQ	TCGA-VQ-A8PS	TCGA-VQ-A8PT	TCGA-VQ-A8PU	TCGA-VQ-A8PX	TCGA-VQ-A8PY	TCGA-VQ-A8PZ	TCGA-VQ-A91A	TCGA-VQ-A91D	TCGA-VQ-A91E	TCGA-VQ-A91K	TCGA-VQ-A91N	TCGA-VQ-A91Q	TCGA-VQ-A91U	TCGA-VQ-A91V	TCGA-VQ-A91W	TCGA-VQ-A91X	TCGA-VQ-A91Y	TCGA-VQ-A91Z	TCGA-VQ-A922	TCGA-VQ-A923	TCGA-VQ-A924	TCGA-VQ-A925	TCGA-VQ-A927	TCGA-VQ-A928	TCGA-VQ-A92D	TCGA-VQ-A94O	TCGA-VQ-A94R	TCGA-VQ-A94T	TCGA-VQ-A94U	TCGA-VQ-AA64	TCGA-VQ-AA68	TCGA-VQ-AA6A	TCGA-VQ-AA6B	TCGA-VQ-AA6D	TCGA-VQ-AA6F	TCGA-VQ-AA6G	TCGA-VQ-AA6J	TCGA-VQ-AA6K	TCGA-BR-4187	TCGA-BR-4191	TCGA-BR-4201	TCGA-BR-4267	TCGA-BR-4279	TCGA-BR-4280	TCGA-CG-4301	TCGA-CG-4304	TCGA-CG-4305	TCGA-CG-4306	TCGA-CG-4436	TCGA-CG-4438	TCGA-CG-4440	TCGA-CG-4443	TCGA-CG-4444	TCGA-CG-4449	TCGA-CG-4460	TCGA-CG-4465	TCGA-CG-4466	TCGA-CG-4469	TCGA-CG-4472	TCGA-CG-4475	TCGA-CG-4477	TCGA-B7-5816	TCGA-B7-5818	TCGA-CD-5798	TCGA-CD-5799	TCGA-CD-5800	TCGA-CD-5801	TCGA-CD-5803	TCGA-CD-5813	TCGA-CG-5717	TCGA-CG-5718	TCGA-CG-5719	TCGA-CG-5720	TCGA-CG-5721	TCGA-CG-5722	TCGA-CG-5723	TCGA-CG-5724	TCGA-CG-5725	TCGA-CG-5726	TCGA-CG-5732	TCGA-CG-5734	TCGA-D7-5577	TCGA-D7-5578
23765	1.39361	0.55492	-0.20984	-0.00694	0.25981	0.09039	0.18859	0.21694	0.10434	-0.16039	-0.47561	0.64642	0.51486	0.44474	2.33794	0.83866	0.3842	-0.51486	-0.05558	0.40672	0.5712	-0.25981	1.14532	0.47561	-0.66363	0.85856	-0.34708	-0.36187	0.5388	0.74369	1.02053	0.52281	-0.20274	1.6071	0.26699	-0.12531	1.29108	-0.14634	-0.57939	-0.06949	-0.04862	-1.29108	0.33237	-0.7165	0.11832	0.43708	-1.1725	0.95274	-0.01389	0.77144	1.3755	-0.11832	-0.7255	1.51334	0.6294	-1.04419	0.06253	0.655	1.18642	-0.43708	-0.85856	1.30723	1.45088	0.36929	1.08082	0.46785	0.60421	-0.19566	1.27526	1.43126	1.10607	1.00891	-0.31773	0.07645	0.92044	0.81908	-0.49122	-0.86864	-0.74369	1.71758	-0.42186	-0.52281	0.0	0.25263	1.35784	0.42186	-0.89943	1.49187	-0.13932	0.22405	-0.49907	1.21497	1.41219	-1.58233	1.65981	0.98607	0.56304	0.13932	0.49122	0.42946	0.88908	0.75288	1.34058	2.0968	1.03228	0.18152	-0.4834	-0.45242	0.14634	0.73457	-0.36929	-0.33237	0.00694	-0.42946	1.32372	0.02778	-0.2742	0.34708	-0.06253	1.09335	-0.70755	0.67231	-1.09335	1.63289	1.68799	1.93793	-0.92044	0.29589	-0.97484	1.25976	0.15336	1.8944	2.03799	-0.09039	0.06949	-2.16391	-2.24247	-0.46785	1.81677	2.6392	-0.18152	-0.28864	-1.49187	0.69866	-0.07645	-1.11896	0.68104	-0.31043	0.89943	-0.90989	0.78083	1.58233	-1.25976	0.19566	-1.00891	-1.27526	0.8094	-0.95274	1.24455	-2.99216	0.49907	0.04862	-0.18859	1.20057	-1.74876	-0.08342	1.05624	0.12531	-0.69866	0.62096	-0.33971	0.33971	0.53078	0.32504	0.20274	0.61256	0.16742	0.99742	1.85419	-0.60421	-1.35784	0.76213	-0.23118	0.08342	0.39169	0.7255	-0.82883	-1.22963	-0.67231	-0.09736	0.24547	-2.33794	-0.54684	0.90989	0.28864	0.30315	0.70755	0.4834	-0.03472	0.35446	0.7165	-0.62096	-0.61256	0.31043	-0.79981	1.55851	0.97484	1.47106	-0.68982	-0.5388	1.78174	0.46012	-0.13231	-0.78083	-1.93793	-0.83866	0.2742	-1.02053	1.22963	-0.73457	-1.14532	-0.15336	-0.96373	-0.02778	-1.32372	-1.85419	-1.10607	-0.94187	-1.51334	-2.0968	-0.21694	0.31773	-0.98607	-0.87882	-1.55851	-0.28141	-1.78174	-0.99742	-0.24547	2.16391	0.63789	-0.9311	-0.44474	-0.02083	-1.68799	-1.65981	-0.58762	-0.04167	-0.56304	-1.98548	-1.81677	-0.8094	0.50695	0.37673	-0.59589	1.13204	0.84857	-1.05624	0.9311	0.54684	1.11896	0.05558	-0.10434	0.13231	-0.50695	0.28141	-1.63289	-0.3842	0.96373	0.82883	-1.20057	0.17447	-0.79028	-1.08082	-1.18642	0.23118	0.58762	2.24247	-1.30723	-0.39919	-1.21497	0.23832	-0.84857	0.02083	0.57939	-0.63789	-0.37673	1.98548	-1.53553	-0.81908	-1.47106	-0.6294	0.66363	-2.03799	-1.1588	1.1588	2.99216	0.86864	-1.06845	-0.26699	-0.30315	-0.53078	-0.25263	0.04167	1.06845	-1.41219	0.09736	0.41428	-0.76213	-0.41428	-1.8944	0.79028	0.20984	-0.32504	1.04419	-0.35446	-0.11133	0.59589	-0.75288	0.87882	-1.71758	-1.45088	-1.3755	0.79981	0.11133	-2.46112	-1.03228	-0.64642	-1.34058	-1.6071	0.16039	-0.23832	-1.24455	0.03472	-1.39361	0.36187	0.45242	-0.40672	-0.46012	0.68982	1.1725	-0.655	-0.16742	0.39919	-2.6392	1.74876	-0.22405	-0.88908	0.01389	1.53553	0.94187	2.46112	-0.55492	-0.17447	-0.68104	-1.43126	-0.29589	-0.77144	-0.39169	-0.5712	-1.13204
113230	1.39361	0.9311	0.33237	-0.61256	0.35446	0.59589	-0.20984	0.16039	1.10607	0.79028	1.53553	-2.03799	0.39919	0.89943	-0.31773	-0.04862	-1.93793	-1.3755	0.06949	2.16391	1.08082	0.79981	-1.30723	-0.95274	0.57939	-2.6392	0.33971	0.02083	0.17447	-0.02778	1.02053	-0.39919	-0.78083	0.85856	1.47106	0.95274	0.43327	-0.49122	0.09039	1.85419	0.49907	0.32504	-1.04419	0.21694	-2.46112	1.34058	1.35784	1.22963	0.92044	0.53078	0.73457	-0.15336	-0.09736	-0.58762	2.0968	-1.34058	0.3842	-0.06949	-0.25981	-0.47561	-0.86864	-0.73912	-0.5712	0.18152	-0.7165	0.30315	0.28141	0.36187	0.81908	0.01389	-1.10607	-0.90989	-1.1588	-0.655	0.13231	1.30723	-0.30315	-1.32372	-1.03228	-0.94187	-0.13231	-0.53078	-1.09335	-1.78174	-0.09039	0.50695	-1.98548	0.70755	1.20057	0.75288	0.42186	0.11832	-1.22963	0.36929	-0.44474	0.04167	0.37673	-0.54684	-0.88908	-1.08082	0.8094	-2.24247	-0.82883	1.58233	0.46012	1.63289	2.03799	-0.7255	-0.16039	-0.14634	-0.83866	0.28864	0.84857	-0.87882	0.78083	1.24455	0.2742	0.23118	-0.36187	-0.06253	-0.59589	-0.55492	1.05624	1.65981	-0.92044	-1.8944	0.31773	0.88908	0.09736	-0.01389	1.21497	-0.40672	0.56304	-2.16391	-0.68104	1.43126	-1.49187	0.05558	-0.77144	-0.98607	-2.0968	1.25976	-1.00891	1.45088	0.20274	-1.45088	0.61256	0.03472	1.49187	-0.28141	1.04419	-0.60421	2.33794	-0.3842	-1.1725	-1.85419	-1.43126	-0.5388	-0.10434	-0.08342	0.39169	1.81677	-0.39169	2.46112	-1.24455	0.49122	1.1588	-0.33237	-0.02083	0.77144	-0.34708	0.02778	1.55851	1.74876	-0.33971	1.8944	-0.18859	0.13932	0.14634	0.5388	0.76213	-1.41219	0.68982	0.97484	-0.16742	0.64642	0.12531	-0.79981	0.66363	0.67231	0.20984	0.2634	1.71758	0.24547	0.45242	0.10434	1.93793	0.16742	-0.51486	-0.35446	0.55492	-0.81908	-0.25263	0.22405	0.00694	-1.47106	1.98548	-1.65981	1.27526	1.32372	-0.41428	1.29108	-0.89943	-1.27526	0.54684	2.99216	0.5712	0.7255	-0.99742	0.04862	-1.81677	-0.2742	-0.46012	0.96373	-0.84857	1.03228	-0.23118	1.3755	-0.6294	-0.56304	0.08342	-1.13204	-1.74876	-0.05558	0.90989	0.29589	-0.49907	0.58762	0.86864	-0.42946	-0.28864	-1.20057	-0.07645	0.25263	-2.33794	-1.55851	0.0	-0.63789	1.1725	-0.45242	-1.18642	-1.68799	-0.03472	1.06845	0.62096	-0.04167	-0.9311	-1.14532	0.18859	-0.4834	-0.20274	0.7165	-1.02053	0.31043	-0.31043	0.69866	-1.29108	0.4834	0.07645	-0.00694	-1.58233	-0.11133	-1.63289	-0.66363	-1.11896	-0.13932	-0.8094	-0.52281	0.44474	-0.12531	0.99742	0.46785	0.6294	0.94187	-0.22405	0.51486	0.82883	0.74369	-0.29589	0.23832	-0.67231	-0.50695	1.18642	1.00891	-0.97484	-0.32504	-1.05624	0.47561	1.09335	0.43327	0.655	0.63789	1.6071	-1.39361	0.19566	-1.51334	1.14532	-0.46785	-1.06845	0.87882	0.98607	-0.42186	-0.76213	-0.23832	-0.70755	-0.79028	-1.25976	-0.37673	-0.85856	0.40672	0.15336	0.68104	-1.35784	-0.24547	-0.21694	-0.75288	-0.19566	-1.71758	-2.99216	1.11896	-0.11832	2.24247	-0.17447	-1.21497	-0.18152	-0.62096	-0.64642	-1.6071	0.60421	-0.36929	0.34708	-0.69866	1.41219	-0.73912	2.6392	-0.68982	0.06253	-0.96373	1.78174	-0.26699	1.51334	0.83866	0.52281	-0.57939	-1.53553	1.13204	0.11133	0.41428	0.2634	-0.43708	1.68799
3732	1.29108	0.50695	-1.04419	-1.41219	-0.33971	-0.70755	-0.20274	0.89943	1.27526	1.43126	-0.24547	-0.75288	1.58233	0.04167	0.68104	1.51334	2.03799	-1.51334	0.20984	-0.34708	-0.20984	0.08342	-0.41428	0.41428	-0.30315	0.25263	-0.46785	1.65981	0.77144	0.25981	0.86864	-0.7165	0.39169	1.20057	0.88908	-1.1725	0.83866	0.84857	-0.36187	0.54684	0.63789	-0.655	0.43708	-0.00694	-2.6392	-0.08342	-0.35446	1.06845	1.68799	1.81677	1.05624	0.40672	1.00891	0.58762	0.75288	0.36187	1.21497	-0.10434	1.25976	0.96373	-0.43708	-1.45088	0.68982	-0.06253	-0.06949	0.39919	0.06253	-1.06845	0.17447	-0.39919	-0.12531	-0.11133	-0.99742	-0.03472	0.05558	-0.29589	0.57939	-0.60421	-1.78174	0.09039	-0.31043	-0.23118	-0.98607	-1.63289	0.8094	2.16391	2.99216	1.78174	-0.09736	-0.84857	-0.25981	1.03228	-0.7255	1.39361	0.33237	2.6392	1.49187	0.30315	0.61256	0.5712	2.33794	-0.6294	0.10434	1.35784	1.8944	-0.16039	0.26699	-0.39169	-0.09039	0.97484	-1.21497	0.24547	0.01389	-0.42186	0.31043	0.47561	0.35446	1.93793	0.32504	0.23832	-0.88908	0.73457	-1.09335	-1.32372	0.36929	0.6294	0.60421	0.12531	0.16039	0.9311	-0.42946	-0.13932	0.95274	-0.02778	-0.4834	-1.02053	-1.85419	-1.74876	0.02083	-0.01389	-0.89943	-0.73457	-1.14532	0.67231	-0.63789	-1.27526	1.47106	1.14532	0.53078	-0.25263	0.09736	-0.17447	-1.13204	-0.23832	-0.45242	2.24247	-1.05624	-2.99216	0.18859	1.85419	0.15336	1.08082	-0.83866	1.09335	-1.25976	0.49907	-0.15336	-0.66363	-1.30723	-0.16742	0.78083	0.19566	0.87882	0.33971	-0.04862	-0.44474	0.79028	1.6071	0.51486	1.1588	-0.18152	0.81908	0.29589	-1.34058	0.28864	0.55492	0.42946	-0.77144	-0.50695	1.18642	1.30723	-0.28864	0.64642	1.98548	0.79981	1.3755	0.92044	0.46785	-0.68104	2.46112	0.94187	0.0	0.7165	-0.57939	-1.98548	0.4834	-0.02083	-2.24247	-1.08082	0.42186	-0.49907	0.21694	-1.43126	0.02778	-0.76213	0.20274	-0.33237	-0.49122	-2.16391	0.3842	-0.52281	-1.6071	-0.82883	-0.86864	1.24455	-0.3842	-1.39361	-0.87882	-1.1588	-0.8094	0.45242	0.00694	0.52281	-0.53078	-1.68799	-1.00891	-0.26699	-0.81908	-0.04167	1.10607	0.34708	-0.5388	-0.28141	0.49122	-1.65981	-1.35784	0.2742	-0.97484	0.37673	-0.67231	-2.46112	-0.40672	-0.94187	1.41219	0.07645	0.18152	0.85856	-0.36929	1.04419	-0.92044	-0.58762	0.04862	-1.71758	0.13231	-1.20057	-0.21694	-0.95274	0.82883	0.46012	0.11832	-1.93793	-0.13231	-1.8944	0.11133	0.14634	-0.37673	-0.18859	0.03472	-0.68982	0.66363	0.90989	0.70755	1.45088	-1.11896	-0.79028	-0.46012	0.7255	0.69866	-1.24455	-0.54684	-1.81677	1.32372	-0.61256	-0.5712	0.44474	0.22405	-0.90989	0.56304	-0.31773	0.655	-0.07645	-1.3755	-1.55851	-1.29108	-1.03228	-0.96373	-0.14634	0.06949	-0.05558	1.1725	-1.22963	-0.59589	0.16742	0.74369	-0.9311	0.13932	-1.10607	0.31773	-0.85856	-0.51486	-1.47106	-0.79981	-0.69866	-0.55492	0.59589	-0.11832	-1.58233	-0.22405	-1.18642	0.28141	-1.49187	-0.19566	-2.0968	-0.74369	-2.03799	-0.62096	1.02053	-0.78083	-0.32504	1.55851	2.0968	-0.2742	0.5388	-0.56304	1.11896	1.13204	-1.53553	1.74876	1.63289	1.34058	1.53553	1.71758	0.99742	-0.47561	-0.64642	-2.33794	0.76213	1.22963	0.62096	0.98607	0.23118
83746	1.3755	0.61256	1.32372	-0.67231	0.04862	0.13932	0.655	-0.59589	-0.23118	0.3842	-0.13932	-0.19566	1.55851	1.81677	0.47561	0.5712	-1.63289	2.99216	-0.46785	1.71758	1.74876	-0.02778	0.75288	0.35446	0.77144	-0.68982	-1.53553	1.35784	0.83866	0.69866	0.59589	0.58762	0.13231	0.20984	0.0	0.05558	0.14634	-0.34708	0.53078	1.1725	1.18642	0.11133	0.9311	-0.12531	1.93793	1.20057	1.39361	1.49187	0.45242	0.99742	0.31043	-0.68104	0.33971	0.82883	0.85856	-0.04862	0.63789	0.02083	-0.09736	-1.71758	-1.30723	-1.81677	0.39169	-0.84857	-0.26699	1.06845	-0.49122	-1.6071	0.44474	-0.39169	0.49122	-0.25981	-0.44474	-1.18642	0.06949	1.43126	-1.49187	0.24905	-0.31773	-0.7165	-0.35446	-1.8944	-0.53078	1.24455	0.02778	-1.05624	0.66363	0.98607	0.22405	0.7165	-0.45242	0.89943	-0.20984	1.05624	-0.24547	-2.33794	2.0968	-1.58233	0.34708	-0.4834	0.21694	-0.18859	-0.03472	0.79981	0.08342	-0.05558	0.31773	-1.21497	0.25981	-0.63789	0.07645	0.15336	-0.28141	-0.14634	1.13204	-0.07645	0.00694	0.64642	-0.32504	0.23118	-0.20274	-0.64642	-0.01389	0.42946	-0.74369	-2.46112	0.79028	-0.33971	-1.3755	1.11896	0.70755	1.47106	-0.08342	-2.6392	0.19566	-1.08082	-0.79028	-0.41428	-0.11832	0.16742	-1.09335	-0.25263	-1.68799	-0.99742	0.90989	-1.51334	0.16039	0.10434	-1.25976	-0.29589	1.45088	-0.02083	1.98548	0.33237	-0.52281	-0.47561	-0.95274	-0.62096	0.26699	0.18152	-0.5712	0.06253	-0.60421	1.09335	-1.00891	0.09039	0.36187	-0.89943	-0.76213	0.29589	-0.43708	-0.81908	0.57939	1.8944	0.09736	0.28141	0.55492	0.49907	0.7255	-2.24247	-0.70755	0.62096	-0.69866	-0.88908	0.73457	0.74369	0.2742	-1.1588	-0.86864	2.33794	0.01389	1.85419	1.04419	-0.61256	0.60421	-1.29108	1.02053	-0.11133	-0.98607	0.97484	-1.22963	-0.87882	-1.27526	1.1588	-0.77144	1.34058	0.4834	1.58233	-0.92044	0.52281	-0.06949	0.43708	-0.36929	-1.55851	-1.13204	-2.16391	-0.78083	-0.8094	-0.5388	-1.39361	-0.39919	-0.42946	-0.54684	0.87882	-1.47106	-2.99216	-0.85856	-1.04419	-1.45088	-0.96373	-0.94187	-0.18152	-1.98548	0.46012	-0.82883	0.68982	-2.0968	-1.24455	-0.16039	-0.37673	0.03472	-0.6294	-0.655	1.25976	-0.9311	-0.49907	-0.36187	0.20274	-0.46012	-1.20057	-0.56304	-1.1725	0.95274	-2.03799	-0.55492	-0.33237	0.24905	0.11832	-1.34058	-0.16742	1.63289	0.84857	1.78174	0.32504	-0.04167	-0.2742	-1.78174	-0.3842	0.86864	0.36929	-0.10434	1.27526	-1.43126	-0.83866	-0.00694	1.21497	0.50695	0.92044	1.08082	1.41219	-1.85419	1.68799	-1.65981	-0.22405	-0.31043	0.76213	1.29108	1.51334	-1.14532	-1.32372	-1.41219	-0.66363	1.53553	-0.75288	0.28864	2.24247	0.17447	1.65981	1.22963	-0.50695	-0.28864	1.00891	0.46785	0.8094	1.03228	0.18859	0.39919	1.6071	0.30315	1.30723	-1.06845	2.16391	0.68104	-0.51486	0.67231	2.03799	-0.58762	0.56304	-1.11896	-1.93793	-1.10607	0.42186	-0.21694	0.37673	0.6294	0.12531	0.96373	-0.97484	0.81908	0.40672	-0.23832	0.78083	-1.03228	-0.09039	-0.7255	-0.06253	-0.79981	0.94187	-0.40672	0.88908	2.6392	-0.57939	-0.13231	0.04167	-0.30315	1.14532	-0.42186	-0.15336	0.51486	0.5388	0.23832	2.46112	0.54684	-0.17447	-1.02053	-0.73457	1.10607	-1.74876	-1.35784	0.41428	-0.90989
