	TCGA-CS-6290	TCGA-DU-5847	TCGA-DU-5849	TCGA-DU-5852	TCGA-DU-5854	TCGA-DU-5855	TCGA-DU-5870	TCGA-DU-5871	TCGA-DU-5872	TCGA-DU-5874	TCGA-DU-6392	TCGA-DU-6393	TCGA-DU-6394	TCGA-DU-6395	TCGA-DU-6396	TCGA-DU-6397	TCGA-DU-6399	TCGA-DU-6400	TCGA-DU-6401	TCGA-DU-6402	TCGA-DU-6403	TCGA-DU-6404	TCGA-DU-6405	TCGA-DU-6406	TCGA-DU-6407	TCGA-DU-6408	TCGA-FG-5963	TCGA-FG-5964	TCGA-CS-4938	TCGA-CS-5397	TCGA-CS-6188	TCGA-CS-6665	TCGA-CS-6666	TCGA-CS-6668	TCGA-CS-6669	TCGA-CS-6670	TCGA-DU-5851	TCGA-DU-5853	TCGA-DU-6410	TCGA-DU-6542	TCGA-E1-5305	TCGA-E1-5307	TCGA-E1-5319	TCGA-FG-5962	TCGA-FG-5965	TCGA-FG-6688	TCGA-FG-6689	TCGA-FG-6690	TCGA-FG-6691	TCGA-FG-6692	TCGA-CS-6186	TCGA-CS-6667	TCGA-DU-7006	TCGA-DU-7007	TCGA-DU-7008	TCGA-DU-7009	TCGA-DU-7010	TCGA-DU-7011	TCGA-DU-7012	TCGA-DU-7013	TCGA-DU-7014	TCGA-DU-7015	TCGA-DU-7018	TCGA-DU-7019	TCGA-DU-7290	TCGA-DU-7292	TCGA-DU-7294	TCGA-DU-7298	TCGA-DU-7299	TCGA-EZ-7264	TCGA-HT-7467	TCGA-HT-7468	TCGA-HT-7472	TCGA-HT-7473	TCGA-HT-7474	TCGA-HT-7475	TCGA-HT-7476	TCGA-HT-7478	TCGA-HT-7479	TCGA-HT-7481	TCGA-HT-7482	TCGA-HT-7483	TCGA-HT-7485	TCGA-HW-7486	TCGA-HW-7487	TCGA-HW-7489	TCGA-HW-7490	TCGA-HW-7491	TCGA-HW-7493	TCGA-HW-7495	TCGA-DU-7300	TCGA-DU-7301	TCGA-DU-7302	TCGA-DU-7304	TCGA-DU-7306	TCGA-DU-7309	TCGA-FG-7634	TCGA-FG-7636	TCGA-FG-7637	TCGA-FG-7638	TCGA-FG-7643	TCGA-FN-7833	TCGA-HT-7470	TCGA-HT-7480	TCGA-HT-7601	TCGA-HT-7602	TCGA-HT-7603	TCGA-HT-7604	TCGA-HT-7605	TCGA-HT-7606	TCGA-HT-7607	TCGA-HT-7608	TCGA-HT-7609	TCGA-HT-7610	TCGA-IK-7675	TCGA-DU-8158	TCGA-DU-8161	TCGA-DU-8162	TCGA-DU-8163	TCGA-DU-8164	TCGA-DU-8165	TCGA-DU-8166	TCGA-DU-8167	TCGA-DU-8168	TCGA-FG-7641	TCGA-FG-8181	TCGA-FG-8182	TCGA-FG-8185	TCGA-FG-8186	TCGA-FG-8187	TCGA-FG-8188	TCGA-FG-8191	TCGA-HT-7469	TCGA-HT-7471	TCGA-HT-7616	TCGA-HT-7620	TCGA-HT-7677	TCGA-HT-7680	TCGA-HT-7684	TCGA-HT-7686	TCGA-HT-7687	TCGA-HT-7688	TCGA-HT-7689	TCGA-HT-7690	TCGA-HT-7691	TCGA-HT-7692	TCGA-HT-7693	TCGA-HT-7694	TCGA-HT-7695	TCGA-HT-7854	TCGA-IK-8125	TCGA-HT-7611	TCGA-HT-7676	TCGA-HT-7681	TCGA-HT-7855	TCGA-HT-7856	TCGA-HT-7857	TCGA-HT-7858	TCGA-HT-7860	TCGA-HT-7873	TCGA-HT-7874	TCGA-HT-7875	TCGA-HT-7877	TCGA-HT-7879	TCGA-HT-7880	TCGA-HT-7881	TCGA-HT-7882	TCGA-HT-7884	TCGA-HT-7902	TCGA-HT-8010	TCGA-HT-8011	TCGA-HT-8012	TCGA-HT-8013	TCGA-HT-8018	TCGA-HT-8019	TCGA-HT-8104	TCGA-HT-8105	TCGA-HT-8106	TCGA-HT-8107	TCGA-HT-8108	TCGA-HT-8109	TCGA-HT-8110	TCGA-HT-8111	TCGA-HT-8113	TCGA-HT-8114	TCGA-HT-8558	TCGA-HT-8563	TCGA-HT-8564	TCGA-HW-8319	TCGA-HW-8320	TCGA-HW-8321	TCGA-HW-8322	TCGA-DB-A4X9	TCGA-DB-A4XA	TCGA-DB-A4XB	TCGA-DB-A4XC	TCGA-FG-A4MT	TCGA-FG-A4MW	TCGA-FG-A4MX	TCGA-FG-A4MY	TCGA-HT-A4DS	TCGA-HT-A4DV	TCGA-DB-A4XD	TCGA-DB-A4XE	TCGA-DB-A4XF	TCGA-DB-A4XG	TCGA-DB-A4XH	TCGA-HW-A5KJ	TCGA-HW-A5KK	TCGA-HW-A5KL	TCGA-HW-A5KM	TCGA-P5-A5EV	TCGA-P5-A5EW	TCGA-P5-A5EY	TCGA-P5-A5EZ	TCGA-DU-A5TP	TCGA-DU-A5TR	TCGA-DU-A5TS	TCGA-DU-A5TT	TCGA-DU-A5TU	TCGA-DU-A5TW	TCGA-DU-A5TY	TCGA-FG-8189	TCGA-FG-A4MU	TCGA-FG-A60J	TCGA-HT-7477	TCGA-HT-8015	TCGA-HT-A5R5	TCGA-HT-A5R7	TCGA-HT-A5R9	TCGA-HT-A5RA	TCGA-HT-A5RB	TCGA-HT-A5RC	TCGA-P5-A5EX	TCGA-P5-A5F0	TCGA-P5-A5F1	TCGA-P5-A5F2	TCGA-P5-A5F4	TCGA-P5-A5F6	TCGA-DB-A64L	TCGA-DB-A64O	TCGA-DB-A64P	TCGA-DB-A64Q	TCGA-DB-A64R	TCGA-DB-A64S	TCGA-DB-A64U	TCGA-DB-A64V	TCGA-DB-A64W	TCGA-DB-A64X	TCGA-DH-A66B	TCGA-DH-A66F	TCGA-FG-A60K	TCGA-HT-A614	TCGA-HT-A615	TCGA-HT-A616	TCGA-HT-A617	TCGA-HT-A618	TCGA-HT-A619	TCGA-HT-A61A	TCGA-HT-A61C	TCGA-QH-A65S	TCGA-QH-A65V	TCGA-QH-A65Z	TCGA-DH-A669	TCGA-DH-A66D	TCGA-DH-A66G	TCGA-FG-A60L	TCGA-FG-A6IZ	TCGA-FG-A6J1	TCGA-FG-A6J3	TCGA-QH-A65R	TCGA-QH-A6CS	TCGA-QH-A6CU	TCGA-QH-A6CV	TCGA-DB-A75K	TCGA-DB-A75L	TCGA-DB-A75M	TCGA-DB-A75O	TCGA-DB-A75P	TCGA-DU-A6S2	TCGA-DU-A6S3	TCGA-DU-A6S6	TCGA-DU-A6S7	TCGA-DU-A6S8	TCGA-DU-A76L	TCGA-DU-A76O	TCGA-DU-A76R	TCGA-FG-A713	TCGA-HT-A74H	TCGA-HT-A74J	TCGA-HT-A74O	TCGA-KT-A74X	TCGA-P5-A72U	TCGA-P5-A72W	TCGA-P5-A72X	TCGA-P5-A72Z	TCGA-P5-A730	TCGA-P5-A731	TCGA-P5-A733	TCGA-QH-A65X	TCGA-QH-A6CW	TCGA-QH-A6CX	TCGA-QH-A6CY	TCGA-QH-A6CZ	TCGA-QH-A6X3	TCGA-QH-A6X4	TCGA-QH-A6X5	TCGA-QH-A6X8	TCGA-QH-A6X9	TCGA-QH-A6XA	TCGA-QH-A6XC	TCGA-R8-A6MK	TCGA-R8-A6ML	TCGA-R8-A73M	TCGA-S9-A6TU	TCGA-S9-A6TW	TCGA-S9-A6TX	TCGA-S9-A6TY	TCGA-S9-A6TZ	TCGA-S9-A6U0	TCGA-S9-A6U9	TCGA-TM-A7C3	TCGA-TM-A7C4	TCGA-TM-A7C5	TCGA-TM-A7CF	TCGA-DH-A7UR	TCGA-DH-A7US	TCGA-DU-A76K	TCGA-DU-A7T6	TCGA-DU-A7TA	TCGA-DU-A7TB	TCGA-FG-A70Z	TCGA-FG-A710	TCGA-FG-A711	TCGA-R8-A6MO	TCGA-S9-A6TS	TCGA-S9-A6U1	TCGA-S9-A6U2	TCGA-S9-A6U5	TCGA-S9-A6U6	TCGA-S9-A6U8	TCGA-S9-A6UA	TCGA-S9-A6UB	TCGA-S9-A6WD	TCGA-S9-A6WE	TCGA-S9-A6WG	TCGA-S9-A6WH	TCGA-S9-A6WI	TCGA-S9-A6WL	TCGA-S9-A6WM	TCGA-S9-A6WN	TCGA-TM-A7CA	TCGA-VW-A7QS	TCGA-DH-A7UT	TCGA-DH-A7UU	TCGA-DH-A7UV	TCGA-DU-A7T8	TCGA-DU-A7TC	TCGA-DU-A7TD	TCGA-DU-A7TG	TCGA-DU-A7TJ	TCGA-E1-A7YO	TCGA-E1-A7YV	TCGA-E1-A7YW	TCGA-E1-A7Z6	TCGA-FG-A70Y	TCGA-KT-A7W1	TCGA-S9-A6TV	TCGA-S9-A6WO	TCGA-S9-A6WP	TCGA-S9-A6WQ	TCGA-S9-A7IQ	TCGA-S9-A7IS	TCGA-S9-A7IX	TCGA-S9-A7IY	TCGA-S9-A7IZ	TCGA-S9-A7J0	TCGA-S9-A7J1	TCGA-S9-A7J2	TCGA-S9-A7J3	TCGA-S9-A7QW	TCGA-S9-A7QX	TCGA-S9-A7QY	TCGA-S9-A7QZ	TCGA-S9-A7R1	TCGA-S9-A7R2	TCGA-S9-A7R3	TCGA-S9-A7R4	TCGA-S9-A7R7	TCGA-S9-A7R8	TCGA-F6-A8O3	TCGA-F6-A8O4	TCGA-FG-A87N	TCGA-FG-A87Q	TCGA-QH-A86X	TCGA-QH-A870	TCGA-S9-A89V	TCGA-S9-A89Z	TCGA-TM-A84B	TCGA-TM-A84C	TCGA-TM-A84F	TCGA-TM-A84G	TCGA-TM-A84H	TCGA-TM-A84I	TCGA-TM-A84J	TCGA-TM-A84L	TCGA-TM-A84M	TCGA-TM-A84O	TCGA-TM-A84Q	TCGA-TM-A84R	TCGA-TM-A84S	TCGA-TM-A84T	TCGA-VM-A8C8	TCGA-VM-A8C9	TCGA-VM-A8CA	TCGA-VM-A8CB	TCGA-VM-A8CD	TCGA-VM-A8CE	TCGA-VM-A8CH	TCGA-VV-A829	TCGA-VV-A86M	TCGA-VW-A8FI	TCGA-W9-A837	TCGA-WH-A86K	TCGA-WY-A858	TCGA-WY-A859	TCGA-WY-A85A	TCGA-CS-4941	TCGA-CS-4942	TCGA-CS-4943	TCGA-CS-4944	TCGA-CS-5390	TCGA-CS-5393	TCGA-CS-5394	TCGA-CS-5395	TCGA-CS-5396	TCGA-DB-5270	TCGA-DB-5273	TCGA-DB-5274	TCGA-DB-5275	TCGA-DB-5276	TCGA-DB-5277	TCGA-DB-5278	TCGA-DB-5279	TCGA-DB-5280	TCGA-DB-5281	TCGA-DH-5140	TCGA-DH-5141	TCGA-DH-5142	TCGA-DH-5143	TCGA-DH-5144	TCGA-E1-5302	TCGA-E1-5303	TCGA-E1-5304	TCGA-E1-5311	TCGA-E1-5318	TCGA-E1-5322
25787	-0.70054	-1.42085	0.18758	-2.19107	-2.08357	0.0384	0.88056	-0.99105	-0.44179	0.36443	0.25505	0.24373	-0.41772	0.73604	-0.58583	0.88867	-0.27208	0.75779	-0.31215	-3.06343	0.02743	-0.75779	-1.24739	-1.27164	-0.22681	-0.63205	-1.6742	1.07522	-0.61209	-0.65228	-1.40596	-1.32252	0.52188	-0.42372	1.55331	0.01097	0.09889	-0.14864	0.17643	-0.22119	-1.00913	0.44179	-0.52188	0.96451	-0.13202	-0.34108	-0.24373	-0.04938	-0.47223	-0.46611	-1.36305	-0.93863	-1.02756	-1.79779	1.00913	0.2664	-0.18758	-0.85657	-1.45162	-1.77085	0.49691	-0.24938	0.12649	-0.66591	-1.22386	-0.15419	0.30066	-1.21234	-1.30948	0.65908	0.42972	0.21557	-0.5345	-0.59236	0.54083	0.44784	1.45162	-0.68659	-0.73604	0.35273	-0.55998	-0.54083	-0.44784	-0.79486	0.34108	0.72887	-0.49691	0.24938	-0.55358	0.50936	0.50312	-1.17871	-0.02194	-0.71463	-1.82611	0.62537	-1.08505	0.10992	0.80999	-0.08787	0.182	-0.8024	-0.0384	0.92172	-0.65908	-0.62537	0.17086	-0.19876	0.61871	0.00548	0.55998	-1.43606	-0.06587	1.0183	-0.12649	-1.37707	-1.61081	0.1044	-0.08237	0.52818	-0.90507	-0.41175	-0.15974	1.24739	0.09338	1.99584	-0.03292	2.19107	0.87251	-0.01646	-0.97328	-0.28348	-1.48382	0.57286	0.19317	0.49071	1.40596	-1.39137	-1.07522	-1.05587	0.97328	1.14637	-0.80999	-0.06037	-2.13424	2.54458	-0.63876	0.33527	0.91337	-1.5719	0.04389	-0.38207	0.39984	1.27164	0.70757	1.32252	-2.54458	-0.57933	-1.85597	0.20996	0.81763	0.37618	1.08505	0.7505	0.70054	1.13585	-1.88759	0.84084	-0.38798	0.67966	-1.0369	0.22119	1.34929	0.35858	2.25601	-0.7505	0.59236	-1.63122	1.6969	1.42085	0.59891	-1.65233	-0.26072	1.77085	-0.17086	1.79779	-2.25601	0.27778	0.32369	-0.27778	0.57933	0.74325	0.84868	0.27208	0.12096	1.0369	0.32948	-0.3939	1.23554	-1.1678	-1.11519	0.56641	0.23244	0.89684	0.14864	-0.31792	0.22681	1.59105	-1.51765	0.79486	-0.72173	-0.09338	-0.11544	-0.42972	0.45391	-0.96451	0.20436	-0.84868	-1.29666	-0.182	0.93014	-1.92122	1.92122	-1.33579	0.07687	-1.10503	-0.02743	-0.45391	1.43606	0.77249	-0.98212	0.47837	-1.72051	-1.53523	1.48382	-1.13585	-0.23808	0.98212	-1.14637	0.86451	-0.82532	0.06037	0.67277	2.13424	0.64551	0.11544	0.3064	0.71463	0.31215	-0.40578	0.63205	1.20098	-0.3064	1.29666	1.25942	-1.55331	-1.00005	1.18977	1.65233	-0.3703	-0.1653	-0.57286	-0.25505	0.43575	0.28348	0.05488	-0.29492	0.51561	0.94718	-1.95716	1.1678	-2.33213	-0.74325	-1.74513	1.22386	1.10503	0.83305	-0.05488	-0.30066	1.12546	1.53523	1.6742	0.38207	2.42479	-1.46753	0.1653	0.07137	1.11519	-0.37618	1.82611	-0.3469	1.15702	-2.71816	-0.10992	-0.20436	-0.20996	-0.47837	-0.76512	-0.60548	0.15974	0.90507	-1.18977	0.55358	1.95716	0.15419	0.8024	-0.36443	-0.21557	1.06549	0.82532	-0.00548	0.19876	1.85597	1.05587	-1.04634	1.09499	0.06587	1.63122	-0.33527	-0.52818	0.26072	-0.67277	0.95581	0.61209	1.36305	0.01646	0.68659	-0.07137	-0.39984	2.71816	-0.86451	-0.95581	0.72173	0.23808	1.46753	0.58583	0.40578	-0.23244	0.02194	1.61081	0.3469	-0.88056	0.76512	1.30948	0.42372	0.04938	0.47223	1.51765	1.74513	-1.28405	-1.25942	2.33213	0.29492	0.1431	1.02756	2.08357	1.72051	0.78736	-0.88867	1.50052	-0.83305	0.13202	-0.1044	0.41772	-0.89684	-0.91337	-1.0183	-0.56641	-0.13756	1.5719	-0.17643	1.88759	-0.72887	-0.54719	0.41175	-0.01097	-0.7799	1.00005	-0.46	0.65228	-0.19317	0.31792	0.85657	2.03774	0.5345	-1.12546	0.93863	0.3703	-1.09499	-0.48453	-0.07687	0.46	-0.2892	-1.23554	0.2892	-1.34929	-0.32369	-0.50312	-1.59105	-1.99584	0.03292	0.13756	-0.04389	-0.51561	3.06343	0.63876	1.39137	0.54719	-0.35273	1.37707	1.04634	-0.35858	0.3939	-2.42479	-0.81763	0.69355	-2.03774	-0.12096	-0.77249	1.17871	0.48453	-0.93014	1.28405	-0.09889	0.46611	1.33579	0.99105	-1.20098	-0.64551	-0.69355	-1.50052	-0.32948	1.21234	0.0	-0.94718	-0.87251	0.7799	-0.70757	-0.61871	0.38798	-0.43575	-0.92172	0.66591	-0.59891	0.08237	-0.2664	-0.1431	-0.49071	-0.78736	-0.67966	0.60548	-1.15702	-1.6969	-1.06549	0.08787	-0.50936	-0.84084
55118	-0.19876	-0.61871	0.95581	-1.0183	-1.59105	0.67277	0.93014	1.23554	-0.94718	1.61081	0.1431	1.42085	0.65228	0.96451	-1.24739	1.30948	-0.04938	1.07522	0.38798	-1.92122	-0.91337	2.71816	-2.25601	-2.33213	0.78736	-0.38798	-0.69355	0.36443	0.31215	-1.29666	-2.03774	-1.25942	-0.34108	0.72173	-0.46	0.83305	-0.76512	0.0384	0.44784	-0.54083	-0.182	-0.96451	0.98212	0.44179	-0.18758	-1.04634	0.42372	0.50312	-0.40578	-3.06343	-2.13424	1.40596	-1.99584	-1.11519	0.50936	1.02756	-1.00913	-0.50936	-1.15702	-1.51765	0.57933	0.26072	0.82532	-0.14864	-1.46753	-1.06549	0.8024	-0.43575	0.08787	1.59105	0.60548	1.21234	0.09338	-1.20098	-0.20436	-0.31215	-0.26072	-0.0384	-0.29492	0.1653	0.02194	0.41175	-0.60548	0.37618	0.88867	0.01097	0.52188	1.85597	-0.74325	1.6742	1.08505	0.23244	0.74325	-0.85657	-0.3469	-0.05488	0.2892	0.59891	1.05587	1.24739	-0.37618	-0.77249	0.18758	1.29666	-0.78736	-0.07137	-0.54719	0.13202	0.61209	-1.28405	-0.46611	-0.33527	0.15419	-0.22681	0.27208	-1.1678	-1.43606	-0.75779	-0.57286	0.99105	-0.44784	0.46	0.07687	0.92172	0.64551	-0.1044	-0.52818	-0.12649	0.88056	-0.47837	-0.3064	0.01646	-1.88759	0.55998	0.02743	-0.35273	1.34929	-1.27164	-0.2892	-0.42372	1.06549	0.11544	-0.06587	-0.55998	-0.35858	0.66591	-0.3703	0.28348	0.33527	-1.53523	0.58583	-0.01097	-0.67966	0.7505	0.87251	0.31792	-1.13585	0.32948	-1.6742	-1.33579	0.13756	1.72051	0.57286	-0.88867	-0.15974	0.06037	-2.42479	-0.00548	-0.92172	-0.48453	-1.23554	1.28405	-0.55358	-0.93863	-0.1431	-1.32252	0.76512	-1.30948	0.00548	-0.63876	1.11519	-1.77085	-1.09499	0.12096	0.19876	-0.13756	-0.97328	0.54719	-0.17086	0.17086	0.54083	0.69355	0.19317	1.20098	-0.51561	-0.88056	0.182	-1.50052	-0.72173	-0.03292	-1.40596	0.22119	-0.08237	-0.1653	-0.71463	0.91337	0.73604	0.63876	-1.05587	0.22681	-0.84084	0.34108	0.5345	-0.42972	-0.56641	-1.07522	-0.7799	0.47223	-1.10503	0.07137	0.35858	0.24373	-0.17643	-2.54458	-0.20996	-1.08505	-0.80999	-0.57933	0.06587	0.55358	-0.70054	-0.06037	-2.08357	-1.63122	0.68659	0.09889	-0.41772	-0.02194	-1.45162	0.47837	-0.89684	1.88759	0.51561	1.53523	-0.49691	0.75779	0.42972	0.1044	0.67966	-0.8024	0.84868	1.63122	-0.5345	0.2664	-0.83305	-1.0369	-0.28348	2.13424	-0.13202	-1.85597	0.04389	0.90507	0.94718	0.46611	-0.52188	-0.68659	0.30066	2.33213	1.82611	-1.37707	1.95716	-1.34929	-0.65228	-1.65233	1.77085	-0.24938	-0.02743	0.21557	-0.70757	0.89684	1.55331	1.37707	0.24938	1.25942	-1.42085	0.17643	0.41772	0.62537	-1.18977	-0.7505	0.0	0.85657	-1.95716	1.00005	-0.23808	2.54458	1.51765	-0.19317	0.25505	1.00913	-0.01646	-1.55331	0.39984	1.18977	0.3703	2.19107	0.20996	1.36305	0.3469	-0.25505	-0.41175	-0.73604	1.12546	1.99584	0.80999	1.0183	2.42479	1.43606	-0.61209	-1.82611	-0.09889	-1.21234	-0.67277	2.03774	0.20436	0.35273	1.22386	-0.59891	0.38207	0.49071	-0.47223	-1.00005	0.77249	-0.86451	1.15702	-0.38207	-0.27778	0.49691	1.0369	-0.21557	-0.58583	-1.36305	1.32252	1.10503	0.81763	-0.59236	1.14637	0.15974	1.6969	-1.72051	-0.82532	0.52818	1.45162	0.61871	-0.72887	0.3064	0.14864	0.48453	-1.61081	-0.09338	-2.71816	1.65233	-0.64551	-0.50312	-0.79486	-0.45391	-2.19107	-0.23244	0.79486	1.39137	1.5719	0.59236	-0.32369	-1.39137	0.10992	0.29492	-0.81763	0.86451	2.25601	0.65908	0.45391	-0.32948	1.09499	0.72887	1.1678	-1.22386	-0.07687	0.05488	-1.5719	-0.27208	1.92122	-0.65908	-0.84868	-1.74513	2.08357	0.40578	0.70757	-1.02756	-0.90507	0.03292	-0.63205	1.74513	0.63205	-0.22119	-0.87251	-0.30066	1.46753	0.43575	-0.3939	0.08237	0.27778	-0.31792	-0.15419	0.97328	-0.36443	1.04634	-1.48382	1.79779	0.56641	0.93863	-1.14637	-1.79779	1.17871	-0.12096	-0.99105	0.3939	-0.49071	-1.6969	-0.95581	0.04938	-0.39984	1.27164	-0.44179	1.50052	-0.2664	0.70054	-0.08787	-0.98212	1.13585	0.71463	-0.62537	-0.66591	0.7799	-0.93014	0.12649	0.23808	-1.12546	3.06343	-1.17871	0.32369	0.84084	-0.10992	-0.11544	-0.24373	1.48382	1.33579	-0.04389
10188	-0.56641	-2.08357	-0.11544	-0.91337	-1.28405	0.72173	0.44784	-0.3469	-0.12096	0.33527	-0.36443	0.55358	-0.74325	-0.3939	0.13202	0.82532	-0.13756	0.93014	0.19876	-2.03774	-0.72173	-1.32252	-0.97328	-0.88056	-0.80999	-0.38798	-1.34929	0.3939	-1.27164	-1.6742	-1.65233	-1.92122	-1.13585	1.07522	-0.27778	1.10503	-0.01097	0.06037	1.00005	-0.04938	-1.08505	0.02743	0.17086	0.17643	0.1044	-1.82611	-0.39984	0.29492	-0.86451	-1.85597	-0.96451	-0.01646	-1.6969	-2.33213	1.61081	-0.1653	-1.10503	-0.52818	-2.42479	-1.37707	0.28348	-0.23808	0.99105	-1.22386	-3.06343	-0.7799	0.65908	-0.5345	-0.08237	1.24739	0.20436	0.78736	-0.2892	-1.36305	-0.42972	0.11544	-0.62537	-0.63876	-0.99105	-0.52188	-0.8024	-0.72887	-1.09499	-0.24373	0.27778	0.08237	-0.87251	0.75779	-1.72051	0.52818	-0.65908	-0.95581	0.42972	-0.59236	-1.04634	-0.44179	-0.24938	0.46611	1.0369	0.01646	-0.66591	0.03292	-0.98212	1.33579	-0.92172	-0.79486	-0.44784	-0.93863	-0.34108	-0.70054	-0.83305	-0.31792	0.02194	0.15419	-0.76512	-0.73604	-1.51765	-1.15702	-0.19317	0.67277	-2.71816	0.58583	-0.30066	1.05587	0.86451	-0.51561	1.25942	0.92172	0.48453	-0.06037	-0.63205	0.27208	-1.99584	0.47223	-1.00005	-0.3064	1.6742	-2.25601	0.23244	-0.89684	0.49071	-0.17643	-0.29492	-0.06587	-0.33527	1.34929	0.40578	-0.1044	-0.07687	-0.69355	0.71463	-0.55998	0.8024	0.22681	0.20996	0.7505	-1.74513	0.2664	-0.78736	-0.03292	-0.15419	0.7799	1.0183	0.57286	0.22119	-0.28348	-2.54458	1.32252	-0.46	-0.19876	-1.18977	2.54458	0.94718	-0.46611	0.1653	-1.33579	0.12649	-1.5719	-0.04389	0.87251	-0.47837	-1.00913	-0.75779	0.1431	-0.25505	-0.67966	-2.19107	0.70757	0.26072	0.31792	0.84084	1.63122	0.55998	1.30948	-0.08787	0.89684	1.12546	0.0	1.09499	-0.50936	1.28405	0.63876	0.79486	0.35273	0.46	0.57933	0.56641	0.88056	-0.54719	0.59236	0.04938	0.81763	0.05488	-0.31215	-0.00548	-0.64551	0.38207	0.88867	-1.06549	0.13756	1.18977	-1.45162	-0.09338	-1.53523	0.3469	-0.65228	-0.59891	-0.09889	0.04389	0.60548	-1.1678	0.90507	-1.17871	-0.88867	1.50052	-0.94718	-0.02743	0.25505	-2.13424	1.15702	-0.61209	0.76512	0.84868	2.71816	-0.13202	1.20098	0.50936	0.23808	0.5345	-0.90507	0.77249	1.95716	1.00913	0.30066	0.0384	-0.35273	-0.41175	1.6969	0.18758	-1.29666	-0.81763	0.10992	1.42085	-0.40578	0.66591	-0.49691	0.2892	1.27164	2.25601	-1.79779	0.72887	-1.50052	-0.14864	-1.21234	2.42479	0.50312	0.45391	0.21557	0.09338	1.82611	1.37707	1.1678	0.61871	1.5719	-1.63122	1.92122	-0.60548	0.41175	-1.43606	0.98212	-0.77249	1.46753	-0.48453	1.06549	-0.05488	0.91337	-0.43575	-0.50312	-0.93014	2.19107	0.73604	-1.39137	-0.26072	0.39984	-0.57933	2.33213	0.51561	0.80999	0.61209	0.00548	-0.82532	0.14864	1.55331	3.06343	0.36443	0.32948	1.77085	0.47837	0.74325	-1.24739	-0.0384	-1.25942	-0.20436	0.67966	0.49691	-0.02194	1.88759	-0.61871	-0.84868	0.68659	0.54719	-0.49071	1.40596	0.42372	2.08357	-0.23244	0.24938	1.04634	1.59105	1.22386	0.12096	-0.41772	1.02756	0.62537	2.13424	-0.20996	1.36305	0.01097	0.31215	-1.11519	-1.88759	1.45162	0.3703	1.39137	-0.15974	1.53523	1.72051	0.06587	-0.71463	-0.12649	-0.70757	1.23554	-0.18758	0.43575	0.07687	0.09889	-1.23554	-1.30948	0.38798	1.51765	0.35858	0.64551	-1.05587	-1.02756	0.95581	-1.0369	-0.68659	1.48382	1.85597	1.79779	1.29666	0.59891	1.65233	2.03774	0.3064	-1.20098	-0.22681	0.69355	-1.95716	1.11519	1.08505	0.182	-0.1431	-1.0183	1.99584	-0.38207	0.93863	-1.61081	-1.77085	-1.46753	0.07137	1.74513	0.63205	0.44179	-1.40596	0.65228	1.14637	-0.10992	-0.2664	-0.182	0.52188	0.97328	-0.85657	-0.27208	-0.37618	1.17871	-0.84084	1.43606	0.08787	-0.45391	0.41772	-0.57286	0.85657	-0.3703	-0.32369	-0.21557	1.13585	-1.55331	-0.42372	-0.17086	-0.55358	0.19317	0.15974	-0.32948	-1.59105	0.54083	-0.22119	-0.58583	0.96451	0.24373	-1.14637	-1.42085	1.21234	-1.12546	0.34108	-0.67277	-1.48382	0.37618	-0.54083	-0.47223	0.83305	-0.7505	-1.07522	-0.07137	0.70054	0.32369	-0.35858
