100133144	0.1487	1.2e-01	0.391127642913
100134869	-0.0181	8.5e-01	0.937319512518
10357	-0.00652	9.5e-01	0.97802065298
10431	0.0521	6.1e-01	0.820346526656
155060	-0.0518	6.1e-01	0.820346526656
390284	0.0441	6.2e-01	0.826253101737
57714	0.12153	2.0e-01	0.50004505181
645851	-0.0316	7.2e-01	0.880834741715
653553	0.0195	8.3e-01	0.929111140994
729884	0.1648	8.0e-02	0.334485183325
8225	-0.2227	2.2e-02	0.202363535912
90288	-0.3127	1.2e-03	0.0751082706767
1	-0.2378	2.2e-02	0.202363535912
87769	-0.0500	6.0e-01	0.814796084829
144568	0.1411	1.6e-01	0.450353338969
2	-0.0126	8.9e-01	0.954005279423
53947	-0.230	1.7e-02	0.180736270754
8086	-0.0906	3.4e-01	0.637892720307
65985	-0.00417	9.6e-01	0.981638619334
51166	0.0126	9.0e-01	0.959043778802
79719	0.0852	3.4e-01	0.637892720307
22848	0.3160	1.4e-03	0.0779551839465
14	-0.1410	1.5e-01	0.436523335081
57505	-0.0442	6.6e-01	0.84884820394
80755	-0.1362	1.6e-01	0.450353338969
16	0.1996	4.8e-02	0.273401300034
60496	0.0781	4.2e-01	0.698210683974
132949	0.1943	3.5e-02	0.245250420875
10157	-0.1780	7.0e-02	0.317037540805
26574	-0.0899	3.5e-01	0.645167183348
9625	-0.3778	2.2e-04	0.0571532835821
18	-0.1854	4.8e-02	0.273401300034
10349	-0.1376	2.0e-01	0.50004505181
79963	-0.0812	4.0e-01	0.683947827873
26154	0.219	2.6e-02	0.213343518975
154664	0.0173	8.5e-01	0.937319512518
650655	-0.1484	1.1e-01	0.376209942482
19	0.2513	6.8e-03	0.13195011655
20	0.0388	7.0e-01	0.871154133652
21	-0.1043	2.7e-01	0.575278986435
24	0.0411	6.9e-01	0.865632582322
23461	-0.0455	6.4e-01	0.838674537584
23460	0.0433	6.7e-01	0.854056350969
10347	-0.0621	5.3e-01	0.774372093023
10351	-0.0426	6.8e-01	0.860151952591
10350	0.0115	9.1e-01	0.962247697682
23456	0.0415	6.5e-01	0.843611630808
5243	-0.1384	1.7e-01	0.465132292523
5244	-0.1088	2.4e-01	0.543197389886
340273	0.0780	4.4e-01	0.711288474609
10058	0.1899	5.4e-02	0.286960102139
22	0.2863	1.6e-03	0.0824718266254
11194	-0.0479	6.2e-01	0.826253101737
23457	0.1417	1.3e-01	0.406225600601
89845	-0.0343	7.1e-01	0.875873592175
85320	0.0540	5.9e-01	0.808603062232
4363	0.0832	4.1e-01	0.691389648536
1244	0.3400	4.3e-04	0.066596
8714	0.00431	9.6e-01	0.981638619334
10257	0.08635	3.5e-01	0.645167183348
10057	0.1441	1.3e-01	0.406225600601
653190	-0.0663	5.4e-01	0.779271907775
730013	-0.1108	2.5e-01	0.554449180765
368	-0.0659	5.0e-01	0.754851287631
6833	0.00167	9.9e-01	0.993460912543
10060	0.2096	3.6e-02	0.247568773234
215	0.0680	4.6e-01	0.725996776946
225	-0.1563	1.2e-01	0.391127642913
5825	-0.0242	7.8e-01	0.908381365417
5826	-0.2534	1.2e-02	0.154276447876
6059	0.2415	1.6e-02	0.176647214854
23	0.1460	1.4e-01	0.422257246377
10061	-0.00838	9.3e-01	0.97118296431
55324	0.0299	7.5e-01	0.895043366067
9619	-0.0496	5.9e-01	0.808603062232
9429	-0.0268	7.8e-01	0.908381365417
64137	0.1339	1.6e-01	0.450353338969
64240	-0.0706	4.7e-01	0.733229947526
55347	-0.1447	1.4e-01	0.422257246377
83451	-0.0487	6.2e-01	0.826253101737
145447	-0.0809	4.1e-01	0.691389648536
26090	-0.0164	8.6e-01	0.942292859493
84945	-0.0185	8.4e-01	0.933277277277
25864	-0.4250	1.1e-05	0.0366278
84836	-0.2099	3.5e-02	0.245250420875
116236	-0.0805	4.0e-01	0.683947827873
84696	-0.1726	6.7e-02	0.310373678353
11057	-0.0188	8.4e-01	0.933277277277
171586	-0.0734	4.1e-01	0.691389648536
63874	-0.0536	5.7e-01	0.797741257566
51099	0.0218	8.2e-01	0.924819130199
57406	-0.1894	5.2e-02	0.282554830287
79575	-0.285	3.3e-03	0.102694766355
10006	0.1101	2.3e-01	0.532656836834
10152	-0.0698	4.8e-01	0.7413283859
25890	-0.0877	3.8e-01	0.668140247122
51225	-0.1888	4.5e-02	0.268339899713
25	0.0993	3.0e-01	0.604392545983
27	0.1560	1.0e-01	0.358814655172
3983	0.1636	8.9e-02	0.349719376918
84448	-0.00157	9.9e-01	0.993460912543
22885	0.0887	3.7e-01	0.660462099282
28	-0.1100	2.7e-01	0.575278986435
26	0.1636	7.0e-02	0.317037540805
29	-0.0887	3.2e-01	0.622319822451
29777	-0.0489	6.1e-01	0.820346526656
80325	-0.1833	7.5e-02	0.325091122104
25841	0.1720	7.9e-02	0.333064320081
30	-0.3592	1.7e-04	0.0563917741935
10449	-0.0210	8.3e-01	0.929111140994
31	0.1602	1.1e-01	0.376209942482
32	-0.0265	8.0e-01	0.916479735774
80724	0.0124	9.0e-01	0.959043778802
84129	-0.0995	3.2e-01	0.622319822451
27034	0.0290	7.6e-01	0.899114616642
28976	0.0661	5.0e-01	0.754851287631
33	-0.1279	2.3e-01	0.532656836834
34	-0.0239	8.0e-01	0.916479735774
36	-0.2926	3.7e-03	0.10807245614
35	-0.1888	6.2e-02	0.30262034594
37	-0.250	1.3e-02	0.162368342086
176	0.2233	2.3e-02	0.20576410532
9744	-0.2647	5.9e-03	0.125023779725
23527	0.2252	1.4e-02	0.168050468637
116983	0.0804	4.1e-01	0.691389648536
38	-0.00806	9.4e-01	0.97483866949
39	0.0212	8.4e-01	0.933277277277
64746	0.2400	1.4e-02	0.168050468637
79777	-0.2637	9.4e-03	0.145915863278
91452	0.2962	1.6e-03	0.0824718266254
84320	-0.0107	9.0e-01	0.959043778802
414149	0.0715	4.7e-01	0.733229947526
40	-0.0514	5.9e-01	0.808603062232
41	0.1194	1.9e-01	0.488466646078
9311	-0.0840	3.3e-01	0.630354520422
55515	0.0108	9.1e-01	0.962247697682
84680	-0.1258	2.1e-01	0.512276923077
65057	-0.0692	4.6e-01	0.725996776946
59272	0.0574	5.7e-01	0.797741257566
340485	0.0687	4.6e-01	0.725996776946
55331	0.1163	2.4e-01	0.543197389886
1636	0.00653	9.4e-01	0.97483866949
43	-0.0968	3.0e-01	0.604392545983
22985	-0.1241	1.8e-01	0.476821002387
47	0.1370	1.6e-01	0.450353338969
57001	-0.0926	3.2e-01	0.622319822451
48	-0.0408	6.5e-01	0.843611630808
50	-0.0587	5.1e-01	0.762412678459
26027	-0.0379	6.8e-01	0.860151952591
55856	0.0143	8.9e-01	0.954005279423
641371	-0.2605	2.7e-03	0.0966716129032
10965	-0.2339	5.8e-03	0.12475994832
122970	-0.2019	1.6e-02	0.176647214854
641372	-0.0673	4.7e-01	0.733229947526
11332	0.0939	3.8e-01	0.668140247122
10005	0.0149	8.7e-01	0.945842366462
23597	0.08343	3.9e-01	0.675732126132
