100133144	0.0632	5.7e-01
100134869	-0.0984	3.1e-01
10357	0.2156	5.4e-02
10431	-0.4332	3.3e-04
155060	-0.1201	2.9e-01
340602	-0.4134	1.9e-04
390284	0.1806	9.6e-02
57714	0.5311	1.1e-06
645851	0.0473	7.0e-01
653553	0.4635	2.4e-04
728788	0.2687	2.7e-02
8225	-0.1386	1.6e-01
90288	0.4230	4.8e-05
1	0.2321	3.8e-02
54715	-0.1899	7.1e-02
87769	0.3843	5.7e-04
144568	0.1987	6.5e-02
2	0.3713	1.1e-03
53947	0.0501	6.4e-01
8086	-0.2584	2.1e-02
65985	-0.0764	4.8e-01
51166	-0.413	2.5e-04
79719	0.2357	2.5e-02
22848	0.0154	8.9e-01
14	-0.4143	3.9e-04
15	0.0948	3.5e-01
57505	-0.2488	2.5e-02
80755	-0.5217	5.0e-07
16	-0.2197	5.5e-02
60496	-0.1730	1.1e-01
132949	0.1318	1.9e-01
10157	0.2410	1.3e-02
26574	-0.1364	2.4e-01
9625	-0.2599	3.2e-02
18	-0.3026	7.0e-03
10349	0.0996	3.2e-01
79963	-0.0124	9.1e-01
26154	0.37561	1.4e-03
154664	0.5770	5.2e-07
650655	-0.5402	1.4e-06
19	0.3657	5.7e-04
20	-0.00864	9.4e-01
21	-0.3906	1.7e-04
24	-0.0752	4.8e-01
23461	0.2416	2.6e-02
23460	0.3613	1.8e-03
10347	0.1255	2.6e-01
10351	0.4038	5.2e-04
10350	0.0699	4.9e-01
23456	-0.1123	2.7e-01
5243	-0.0431	6.8e-01
5244	0.3300	4.8e-03
10058	-0.4534	2.3e-04
22	0.4302	3.4e-04
11194	0.1274	2.5e-01
23457	0.00749	9.5e-01
89845	0.1660	1.0e-01
85320	0.0219	8.4e-01
94160	-0.0940	4.4e-01
4363	0.3298	6.6e-03
1244	0.0351	7.5e-01
8714	0.6671	3.8e-08
10257	0.269	1.4e-02
10057	-0.258	2.3e-02
653190	0.1830	1.0e-01
730013	0.0933	3.8e-01
368	-0.0171	8.8e-01
6833	-0.6356	6.2e-08
10060	0.0777	4.8e-01
215	0.2861	1.1e-02
225	0.2773	1.3e-02
5825	0.4824	8.7e-06
5826	0.0335	7.6e-01
6059	0.1696	1.3e-01
23	-0.1904	9.0e-02
10061	0.0442	6.6e-01
55324	-0.2024	4.7e-02
9619	-0.3225	3.9e-03
9429	-0.2142	5.2e-02
64137	-0.2307	3.2e-02
64240	-0.0816	4.6e-01
55347	-0.2195	5.4e-02
83451	0.0791	4.7e-01
145447	0.0593	6.0e-01
26090	-0.1052	3.9e-01
84945	-0.0628	5.7e-01
25864	-0.6391	1.3e-09
84836	0.0236	8.4e-01
116236	0.5094	1.1e-06
84696	0.0721	4.9e-01
11057	0.1704	1.4e-01
171586	0.2736	8.4e-03
63874	-0.0771	4.6e-01
51099	0.0842	4.7e-01
57406	-0.4180	1.3e-04
79575	0.0183	8.7e-01
10006	-0.2476	3.3e-02
10152	0.0335	7.6e-01
25890	0.00388	9.7e-01
51225	0.5888	9.5e-07
25	-0.0875	4.4e-01
27	-0.3159	2.4e-03
3983	-0.3459	5.1e-03
84448	-0.3029	1.1e-02
22885	-0.3822	2.9e-03
28	-0.154	1.8e-01
29	0.0293	7.8e-01
29777	-0.2300	4.4e-02
80325	0.0663	5.2e-01
25841	-0.2326	2.5e-02
30	0.0809	4.9e-01
10449	0.5214	3.4e-06
31	-0.2663	1.1e-02
32	0.3940	9.0e-04
80724	0.1658	7.9e-02
84129	0.00717	9.5e-01
27034	-0.0611	5.7e-01
28976	-0.2584	9.1e-03
33	0.4698	1.6e-05
34	0.4713	4.2e-05
36	-0.5744	9.4e-07
35	0.3552	9.9e-04
37	0.176	8.5e-02
176	-0.1356	2.1e-01
9744	0.3728	1.4e-03
23527	0.0923	4.3e-01
116983	-0.3196	8.6e-03
38	-0.4626	1.3e-04
39	-0.3760	5.3e-04
64746	0.0162	8.8e-01
79777	-0.2399	3.4e-02
91452	-0.3716	2.7e-03
84320	-0.4317	3.5e-05
414149	-0.1746	1.2e-01
40	-0.3061	1.1e-02
41	-0.558	2.3e-07
9311	-0.4389	2.5e-04
55515	-0.614	1.0e-09
84680	0.3684	6.7e-04
65057	-0.46295	3.1e-05
59272	0.1998	5.7e-02
340485	0.0476	6.7e-01
55331	0.1911	8.1e-02
1636	-0.0710	5.1e-01
43	-0.2676	1.8e-02
22985	-0.1785	1.1e-01
47	0.0150	9.0e-01
57001	0.2403	2.6e-02
48	-0.0387	7.3e-01
50	-0.2822	1.5e-02
26027	0.3128	4.2e-03
55856	0.0528	6.6e-01
641371	0.1038	3.2e-01
10965	0.0994	3.2e-01
122970	0.0901	4.1e-01
641372	0.0557	6.3e-01
11332	-0.3176	4.9e-03
10005	-0.1174	3.3e-01
23597	0.6017	2.6e-07
51	-0.00993	9.3e-01
8309	0.2855	9.4e-03
8310	0.1387	1.8e-01
55289	-0.0834	4.6e-01
52	0.0233	8.3e-01
53	0.0786	4.9e-01
54	0.2307	3.9e-02
51205	0.3016	4.0e-03
92370	0.316	3.2e-03
55	0.3891	3.3e-04
84519	0.2337	3.3e-02
93953	-0.0818	4.6e-01
56	-0.0312	7.8e-01
49	-0.1632	1.2e-01
23205	-0.0364	7.3e-01
81616	0.0166	8.8e-01
80221	0.3942	3.4e-04
197322	-0.00552	9.6e-01
2180	0.3317	4.0e-03
2181	0.2098	6.7e-02
2182	-0.2208	4.4e-02
51703	0.241	1.6e-02
23305	-0.3527	1.7e-03
6296	0.3453	1.5e-03
54988	0.2399	4.0e-02
84532	0.0349	7.4e-01
55902	0.0959	3.7e-01
79611	0.5944	9.0e-07
58	-0.2076	5.8e-02
59	0.0216	8.4e-01
60	0.2751	1.7e-02
70	-0.0245	8.2e-01
71	0.2761	2.0e-02
72	0.0923	4.1e-01
86	0.3872	3.2e-04
51412	-0.6873	7.0e-10
87	0.3945	1.3e-03
88	0.00815	9.4e-01
81	0.5834	5.8e-07
55860	-0.3238	5.4e-03
10121	-0.5773	2.7e-07
10120	-0.4191	2.3e-04
10097	0.4895	1.5e-04
57180	-0.3480	2.9e-03
653857	-0.1061	3.5e-01
10096	0.4488	1.4e-04
79913	-0.3103	1.7e-03
64431	-0.6333	2.2e-07
93973	-0.0346	7.2e-01
91	-0.0193	8.7e-01
130399	-0.3674	7.7e-04
90	0.0610	5.8e-01
92	-0.2795	1.1e-02
93	-0.2633	1.2e-02
94	0.0782	4.4e-01
95	-0.1195	2.4e-01
91703	0.1127	3.2e-01
97	-0.1622	1.4e-01
98	-0.0446	6.7e-01
161931	-0.2124	5.3e-02
161823	-0.0693	5.3e-01
102	0.4032	6.9e-04
4185	-0.2748	1.6e-02
8038	0.5518	2.1e-06
8751	0.2082	4.2e-02
6868	0.4946	3.3e-05
8728	0.2638	2.3e-02
8748	-0.4485	9.1e-05
145241	-0.0223	8.4e-01
8747	-0.0925	4.0e-01
53616	-0.2349	4.0e-02
8745	0.000971	9.9e-01
10863	0.3929	2.2e-04
11086	-0.3623	2.8e-03
203102	0.0473	6.7e-01
80332	0.2534	1.5e-02
8755	0.1284	2.6e-01
101	-0.3652	1.1e-03
8754	0.5088	6.6e-06
27299	0.4234	6.8e-04
81794	-0.1657	1.4e-01
81792	-0.1659	2.0e-01
11093	-0.3608	2.2e-04
140766	0.1999	8.6e-02
170689	0.3051	6.2e-03
170690	0.0103	9.3e-01
170691	0.0997	3.1e-01
170692	0.2798	1.5e-02
171019	-0.4298	8.1e-05
9510	0.3073	9.9e-03
80070	-0.6209	1.2e-06
9509	0.0119	9.1e-01
9508	0.5907	8.1e-07
9507	0.2667	1.7e-02
11096	-0.2781	1.1e-02
11174	-0.2127	6.2e-02
11173	0.3516	8.5e-04
11095	-0.1677	1.5e-01
56999	0.1654	1.2e-01
92949	0.22200	3.0e-02
9719	-0.5921	9.1e-08
57188	0.1102	3.5e-01
54507	0.5856	1.3e-07
339366	-0.1646	1.4e-01
11033	-0.254	3.4e-02
55803	0.4084	4.7e-04
104	-0.1821	1.1e-01
105	-0.1928	8.1e-02
103	0.3067	7.7e-03
23536	0.3287	4.5e-03
134637	-0.3147	3.6e-03
113179	0.1063	3.0e-01
100	0.0562	5.9e-01
57143	-0.4179	2.2e-04
90956	0.0525	6.1e-01
79934	0.3560	7.9e-04
203054	-0.2796	4.2e-03
55811	-0.00521	9.7e-01
107	0.0932	3.8e-01
108	-0.1614	1.6e-01
109	0.2232	7.8e-02
196883	-0.0134	8.9e-01
111	-0.327	4.9e-03
112	-0.0413	7.0e-01
113	0.2091	7.4e-02
114	0.1014	3.7e-01
115	0.2574	2.0e-02
117	0.0649	5.8e-01
116	-0.1295	2.4e-01
113451	0.1624	1.5e-01
118	-0.2682	1.4e-02
119	-0.2718	1.6e-02
120	-0.1935	9.9e-02
125	0.0396	7.1e-01
128	0.2949	9.0e-03
137872	-0.3430	2.1e-03
55256	0.0576	5.8e-01
51094	0.3034	9.6e-03
79602	-0.0892	4.2e-01
132	-0.2781	2.0e-02
79924	0.4442	2.4e-04
133	0.1693	1.3e-01
22850	0.1706	7.8e-02
23394	0.2278	5.1e-02
134	0.21971	4.4e-02
135	-0.1054	3.1e-01
136	0.0576	6.2e-01
140	0.4067	1.2e-04
84890	-0.4953	2.2e-05
83440	0.4207	1.3e-04
113622	-0.2643	1.9e-02
54936	0.3868	8.7e-04
141	0.6636	6.7e-08
148	-0.0817	4.6e-01
147	-0.3747	1.5e-03
146	0.1854	1.1e-01
150	-0.0914	4.2e-01
151	0.2681	1.8e-02
152	-0.2875	1.1e-02
153	-0.1528	2.1e-01
154	0.0997	3.8e-01
156	-0.0712	4.9e-01
157	-0.3221	7.0e-03
11047	0.1460	2.0e-01
158	-0.1983	8.4e-02
122622	0.1883	7.4e-02
159	0.3990	4.0e-04
165	0.4927	1.3e-05
121536	0.2976	8.5e-03
64782	0.1202	3.1e-01
166	-0.1596	1.9e-01
134265	0.0940	4.0e-01
84632	-0.4768	5.7e-05
60312	-0.2287	3.0e-02
246182	0.2572	2.2e-02
4299	0.5387	2.8e-06
2334	-0.2279	3.7e-02
3899	-0.4757	7.5e-06
27125	0.0320	7.8e-01
172	-0.0567	5.9e-01
10939	0.0744	5.1e-01
125061	-0.1173	2.8e-01
54812	-0.0448	6.8e-01
387763	-0.2568	3.2e-02
119385	-0.0276	8.0e-01
116987	0.2168	6.4e-02
116986	-0.3548	4.0e-03
116988	-0.4493	1.6e-04
119016	-0.4085	2.1e-04
729092	-0.2017	6.5e-02
414189	-0.31482	3.8e-03
653268	-0.3154	4.0e-03
728404	-0.2713	1.3e-02
175	0.3288	2.1e-03
79841	0.3418	2.1e-03
340351	0.3378	2.4e-03
84871	0.0876	4.1e-01
60509	-0.0332	7.5e-01
177	-0.0415	7.0e-01
3267	0.2186	4.0e-02
3268	0.1438	2.0e-01
55109	0.2427	3.4e-02
55750	0.3406	8.1e-04
178	0.4489	2.9e-05
79814	0.1413	2.1e-01
10554	-0.5145	9.9e-07
10555	0.1763	1.0e-01
56894	0.1103	3.0e-01
56895	-0.3867	1.6e-03
55326	0.1450	1.8e-01
137964	-0.1398	2.0e-01
84803	0.1958	8.1e-02
123688	0.1640	1.3e-01
8540	0.1194	3.1e-01
375790	0.2378	2.4e-02
23287	-0.0585	6.2e-01
185	0.0736	4.9e-01
57085	0.5415	1.6e-06
183	0.2493	2.7e-02
64850	-0.2928	1.6e-02
85007	0.2422	1.9e-02
25909	0.1034	3.5e-01
10768	0.2605	1.8e-02
23382	0.1578	1.4e-01
191	-0.0991	3.6e-01
27245	0.1624	1.1e-01
54806	0.1701	1.3e-01
113146	0.1284	2.8e-01
79026	0.2390	2.6e-02
57491	0.1374	2.2e-01
196	0.3497	1.7e-03
10598	-0.4318	2.4e-04
130872	0.0421	6.9e-01
197	-0.3714	7.1e-04
64853	0.3513	2.3e-03
83543	0.0475	6.7e-01
199	0.3411	2.0e-03
9131	0.1822	8.2e-02
84883	-0.0273	8.0e-01
150209	0.0164	8.9e-01
51390	-0.2440	2.7e-02
202	0.3687	1.8e-03
9447	-0.0107	9.3e-01
9255	-0.0617	5.5e-01
7965	-0.1592	1.6e-01
9049	-0.50763	1.7e-06
326	0.1153	3.2e-01
55966	-0.3039	2.8e-03
203	-0.1537	1.7e-01
204	0.4654	3.7e-05
205	0.48652	1.5e-05
50808	-0.0105	9.3e-01
26289	-0.0976	4.0e-01
122481	0.1380	2.4e-01
11216	0.1477	1.9e-01
11215	-0.2892	1.1e-02
9590	0.3420	3.9e-03
11214	0.4637	1.3e-04
8165	-0.55692	1.2e-06
11217	0.3747	1.7e-03
10566	-0.2243	3.5e-02
9495	-0.3216	8.7e-03
9472	-0.2346	2.7e-02
9465	-0.1876	5.8e-02
26993	2.91e-05	1.0e+00
10270	0.1281	2.2e-01
10142	-0.0202	8.6e-01
221264	0.1025	3.6e-01
79647	0.4549	1.3e-05
55122	-0.1578	1.7e-01
254268	0.2840	1.1e-02
80709	-0.0048	9.6e-01
10327	0.1753	1.4e-01
231	0.0540	6.1e-01
1645	-0.3215	4.0e-03
1646	-0.2464	2.4e-02
8644	-0.3451	4.3e-03
83592	-0.1607	1.6e-01
8574	0.2884	1.3e-02
22977	0.0904	4.0e-01
246181	-0.0758	4.8e-01
84335	0.00934	9.3e-01
207	0.0243	8.1e-01
208	0.4479	6.5e-05
10000	-0.1738	1.1e-01
64400	0.0133	9.1e-01
210	0.0763	5.0e-01
211	0.3012	3.8e-03
213	-0.4178	5.7e-05
214	-0.3886	3.8e-04
126133	0.2564	1.9e-02
5832	-0.2222	4.1e-02
216	0.0421	7.0e-01
8854	0.0561	6.2e-01
220	0.3581	1.7e-03
219	-0.2074	4.4e-02
10840	0.3640	1.4e-03
160428	-0.4497	5.9e-05
217	-0.3107	9.2e-03
218	0.5164	5.2e-06
224	0.3548	3.3e-03
221	0.2359	4.0e-02
8659	0.2918	8.4e-03
7915	-0.5382	4.1e-05
4329	-0.0521	6.6e-01
501	0.2140	4.9e-02
64577	-0.1643	1.3e-01
223	-0.1025	3.8e-01
226	-0.1872	1.3e-01
229	-0.1914	9.9e-02
230	-0.6173	7.7e-07
144245	-0.0519	6.3e-01
84920	0.4981	6.8e-05
440138	-0.0624	5.3e-01
79087	0.1457	1.9e-01
79868	-0.0356	7.3e-01
199857	0.3976	8.0e-04
200810	-0.00856	9.3e-01
56052	0.3216	5.7e-03
85365	0.3708	4.0e-03
10195	0.2065	8.7e-02
29880	-0.0168	8.8e-01
29929	0.5107	2.3e-05
79053	0.2335	3.5e-02
79796	-0.1764	9.2e-02
8846	-0.1200	2.3e-01
121642	-0.3567	2.2e-03
221120	-0.3401	2.4e-03
54784	-0.1971	9.2e-02
54890	-0.0232	8.3e-01
84964	0.00676	9.5e-01
84266	-0.1459	1.8e-01
91801	-0.0124	9.1e-01
238	0.0110	9.2e-01
200420	-0.1997	8.7e-02
7840	0.2290	4.5e-02
242	-0.4200	1.2e-04
245	0.3013	7.5e-03
239	-0.1743	1.1e-01
247	0.2020	6.8e-02
241	0.5592	5.5e-07
240	0.5224	3.6e-06
59344	-0.3790	5.9e-04
80216	0.3839	5.8e-04
115701	0.0718	5.5e-01
57538	0.3549	4.0e-04
249	-0.3664	9.4e-04
259173	0.0922	3.3e-01
151254	0.2026	7.9e-02
130540	0.322	2.6e-03
65062	0.5549	2.1e-06
79800	-0.1140	3.2e-01
57679	0.1195	2.7e-01
257	0.3594	1.2e-03
83650	-0.2201	5.0e-02
643664	-0.2216	6.1e-02
23600	0.0663	5.6e-01
55626	-0.1789	7.9e-02
262	0.2074	7.9e-02
144193	-0.1076	3.1e-01
51005	-0.0581	5.7e-01
267	0.3394	3.9e-03
268	-0.4295	4.0e-04
120425	0.0998	4.0e-01
57463	0.0497	6.3e-01
347902	0.47633	2.0e-05
386724	0.129	2.2e-01
83607	0.1677	1.4e-01
9949	0.2942	9.6e-03
196394	-0.4680	1.6e-04
154810	0.2169	6.5e-02
51421	-0.3305	9.3e-04
154796	0.2776	1.3e-02
271	-0.0598	5.9e-01
272	0.339	2.2e-03
273	-0.1493	2.0e-01
275	-0.00533	9.6e-01
276	0.0142	9.0e-01
279	-0.2303	5.8e-02
280	-0.0362	7.3e-01
155185	-0.5662	5.3e-07
201283	0.118	2.5e-01
51321	0.0462	6.8e-01
10393	0.1039	3.9e-01
51529	-0.0971	3.8e-01
25847	-0.3222	5.5e-04
119504	-0.4651	2.5e-04
64682	0.2963	1.0e-02
29882	-0.382	4.8e-04
29945	0.0672	5.1e-01
51433	-0.2201	4.6e-02
51434	0.0470	6.5e-01
23357	-0.1842	1.2e-01
90806	-0.3277	9.7e-04
284	0.5463	2.0e-06
285	0.3337	5.1e-03
51378	0.0364	7.3e-01
9068	0.2220	4.5e-02
23452	-0.6308	3.9e-09
51129	0.1451	1.9e-01
253935	-0.0482	6.7e-01
83854	0.3669	8.0e-04
283	0.6129	8.3e-08
286	-0.5274	1.3e-06
287	0.0704	5.2e-01
288	-0.1816	1.1e-01
150709	0.1635	1.1e-01
348094	0.1667	1.0e-01
162282	0.0797	5.2e-01
51479	0.2340	4.4e-02
404734	0.2326	4.6e-02
54882	-0.00404	9.7e-01
56172	-0.1721	1.1e-01
54467	0.2256	5.5e-02
126549	-0.2004	6.9e-02
23141	0.2198	8.3e-02
51281	-0.158	1.4e-01
57037	0.1592	1.9e-01
57763	-0.2801	6.4e-03
55608	-0.1283	2.5e-01
29123	0.2053	6.1e-02
23253	0.0355	7.6e-01
88455	-0.1377	2.0e-01
124930	-0.4609	1.6e-04
81573	0.3619	9.6e-04
338692	-0.2687	1.9e-02
54522	-0.7234	3.4e-08
26057	0.3331	2.7e-03
138649	-0.2516	2.2e-02
441425	0.4343	3.9e-04
728747	0.0580	5.9e-01
729171	0.4273	5.7e-04
118932	0.2023	8.7e-02
200539	-0.2293	4.5e-02
170961	-0.4656	4.4e-05
22852	-0.2867	2.0e-02
84079	0.3033	3.7e-03
23243	-0.1359	2.6e-01
147463	-0.2086	5.1e-02
26287	-0.1945	8.0e-02
84250	0.48014	6.0e-05
284615	-0.0680	5.4e-01
340120	-0.1382	2.5e-01
390616	-0.2475	3.6e-02
148741	0.3419	2.1e-03
84832	0.5520	1.5e-06
57730	-0.0951	4.0e-01
375248	-0.2540	2.2e-02
353322	-0.2910	6.9e-03
51239	-0.5070	1.2e-05
91369	0.00622	9.6e-01
338699	0.3644	1.6e-03
134548	-0.0619	6.1e-01
91526	0.2033	7.3e-02
339416	0.5376	2.3e-06
157567	-0.4273	1.3e-04
54851	-0.1317	2.6e-01
57182	0.0693	5.4e-01
283373	0.3129	4.6e-03
79998	0.54979	1.5e-06
129138	-0.1359	2.2e-01
79722	-0.4580	4.2e-05
345079	-0.257	2.9e-02
65124	0.3861	5.0e-04
347454	0.4657	4.3e-05
63926	0.29594	1.7e-02
22881	-0.127	3.0e-01
56311	0.0988	3.3e-01
122416	0.1880	7.1e-02
23294	-0.1795	1.2e-01
56899	-0.0744	5.4e-01
124401	-0.1605	1.1e-01
203286	-0.0754	4.7e-01
55139	-0.1284	2.4e-01
54443	0.1091	3.4e-01
55129	0.0381	7.3e-01
55107	-0.0881	4.2e-01
57101	-0.0891	4.1e-01
63982	-0.1430	2.1e-01
121601	-0.3356	1.6e-03
203859	-0.2216	2.9e-02
196527	0.4345	1.0e-04
50636	0.1217	2.5e-01
57719	-0.2463	3.3e-02
8125	-0.0289	7.8e-01
10541	0.00967	9.3e-01
23520	-0.1967	7.4e-02
81611	0.3703	6.4e-04
290	0.0720	5.0e-01
84168	0.1486	2.2e-01
118429	0.7126	1.3e-09
93550	0.3428	4.4e-04
311	0.2528	2.5e-02
312	0.1419	2.1e-01
301	0.6760	7.0e-08
303	0.5188	1.7e-05
304	0.631	8.1e-08
302	0.5820	8.0e-07
306	-0.0368	7.3e-01
307	0.3922	5.6e-04
308	0.6970	4.5e-09
309	-0.1397	2.1e-01
310	-0.3140	8.5e-03
653145	-0.1852	1.2e-01
8416	-0.1404	1.7e-01
313	0.3747	8.2e-04
314	-0.1460	2.2e-01
8639	0.103	3.1e-01
316	0.5656	2.6e-06
55435	-0.3121	6.6e-03
162	0.1867	9.2e-02
164	0.3636	7.4e-04
8906	-0.1453	1.6e-01
8907	0.2269	3.6e-02
1174	-0.1725	1.9e-01
8905	0.3561	6.8e-04
130340	0.40781	8.1e-04
160	0.0870	4.0e-01
161	-0.1981	5.4e-02
163	-0.2441	2.7e-02
1173	-0.0802	4.8e-01
1175	0.2723	1.5e-02
8546	0.2549	2.0e-02
8120	-0.5375	3.3e-06
8943	-0.2268	4.1e-02
26985	-0.1853	1.1e-01
10947	-0.0794	4.8e-01
1176	-0.00224	9.8e-01
10239	-0.00334	9.7e-01
10717	0.2338	2.1e-02
23431	0.1844	8.9e-02
9179	0.1611	1.6e-01
11154	-0.2737	2.2e-02
317	0.0748	5.1e-01
320	-0.2619	2.8e-02
321	-0.229	3.1e-02
9546	-0.0847	4.5e-01
54518	0.4252	1.1e-04
322	-0.5121	7.0e-06
323	-0.0792	4.6e-01
10307	-0.3125	5.1e-03
10297	-0.4674	1.2e-04
147495	-0.180	1.1e-01
324	0.1228	3.0e-01
327	-0.0810	4.6e-01
328	-0.3229	2.5e-03
27301	0.2053	6.1e-02
51107	0.191	7.9e-02
83464	-0.0938	3.3e-01
8539	-0.2310	4.2e-02
51074	-0.1505	1.9e-01
378708	0.4258	6.6e-05
200558	0.2043	6.6e-02
187	0.1623	1.6e-01
8862	0.1785	1.1e-01
333	-0.1638	1.9e-01
334	0.2935	7.1e-03
128240	-0.0304	7.7e-01
335	-0.1844	7.3e-02
55911	0.6885	1.1e-08
10930	-0.0961	3.8e-01
200315	0.1158	3.4e-01
9582	0.2174	3.5e-02
27350	0.7740	5.3e-09
140564	0.4692	8.9e-05
200316	0.5967	1.0e-06
60489	0.6241	8.9e-08
164668	0.3522	4.2e-03
338	0.2488	2.1e-02
342	0.2449	3.4e-02
341	0.2777	1.6e-02
344	0.5780	1.1e-07
346	0.2421	2.5e-02
347	0.00133	9.9e-01
348	-0.0724	5.5e-01
8542	0.2883	9.7e-03
23780	0.2348	3.3e-02
80833	0.128	2.4e-01
80832	0.4929	5.4e-05
80830	0.4173	1.7e-04
81575	-0.1468	2.2e-01
55937	-0.2397	3.4e-02
139322	0.1110	3.0e-01
79135	0.1596	1.4e-01
10513	0.0325	7.8e-01
26060	-0.0748	4.4e-01
55198	-0.0583	6.0e-01
351	-0.0703	5.3e-01
353	0.0226	8.2e-01
54840	-0.3574	9.3e-04
